,item,itemLabel
819,http://www.wikidata.org/entity/Q28501397,alcoholic paranoid
820,http://www.wikidata.org/entity/Q15326,alcoholism
821,http://www.wikidata.org/entity/Q2647480,alcoholism in adolescence
822,http://www.wikidata.org/entity/Q16543572,alcoholism in adolescence in France
823,http://www.wikidata.org/entity/Q1129046,alexithymia
824,http://www.wikidata.org/entity/Q1570503,algolagnia
825,http://www.wikidata.org/entity/Q2649390,allolalia
826,http://www.wikidata.org/entity/Q3612627,allomnesia
827,http://www.wikidata.org/entity/Q1484024,alogia
828,http://www.wikidata.org/entity/Q55780307,alopecia-epilepsy-pyorrhea-intellectual disability syndrome
829,http://www.wikidata.org/entity/Q55781640,alopecia-intellectual disability syndrome
830,http://www.wikidata.org/entity/Q102293819,alopecia-mental retardation syndrome 1
831,http://www.wikidata.org/entity/Q55999861,alopecia-mental retardation syndrome 2
832,http://www.wikidata.org/entity/Q56002749,alopecia-mental retardation syndrome 3
833,http://www.wikidata.org/entity/Q111042737,alopecia-mental retardation syndrome 4
834,http://www.wikidata.org/entity/Q25377826,alternative psychosis
835,http://www.wikidata.org/entity/Q5916945,altitude insomnia
836,http://www.wikidata.org/entity/Q18209225,alvinolagnia
837,http://www.wikidata.org/entity/Q1131359,amaxophobia
838,http://www.wikidata.org/entity/Q462833,amentia
839,http://www.wikidata.org/entity/Q55785873,aminopterin/methotrexate embryofetopathy
840,http://www.wikidata.org/entity/Q11072,amnesia
841,http://www.wikidata.org/entity/Q2914153,amotivational syndrome
842,http://www.wikidata.org/entity/Q4748162,amphetamine dependence
843,http://www.wikidata.org/entity/Q18557338,amphetamine-related disorders
844,http://www.wikidata.org/entity/Q481787,amusia
845,http://www.wikidata.org/entity/Q3705268,amyotrophic lateral sclerosis and frontotemporal dementia
846,http://www.wikidata.org/entity/Q22906361,anabolic-androgenic steroids abuse
847,http://www.wikidata.org/entity/Q3044887,anaclitic depression
848,http://www.wikidata.org/entity/Q486058,anaphrodisia
849,http://www.wikidata.org/entity/Q486445,anarthria
850,http://www.wikidata.org/entity/Q6017136,anatidaephobia
851,http://www.wikidata.org/entity/Q2028822,androphobia
852,http://www.wikidata.org/entity/Q944108,animal phobia
853,http://www.wikidata.org/entity/Q4765258,aniridia ataxia renal agenesis psychomotor retardation
854,http://www.wikidata.org/entity/Q55785319,aniridia-intellectual disability syndrome
855,http://www.wikidata.org/entity/Q55785318,aniridia-ptosis-intellectual disability-familial obesity syndrome
856,http://www.wikidata.org/entity/Q567576,anomic aphasia
857,http://www.wikidata.org/entity/Q567713,anorexia mirabilis
858,http://www.wikidata.org/entity/Q131749,anorexia nervosa
859,http://www.wikidata.org/entity/Q1772397,anorgasmia
860,http://www.wikidata.org/entity/Q567869,anosognosia
861,http://www.wikidata.org/entity/Q3048964,antabuse effect
862,http://www.wikidata.org/entity/Q572111,anterograde amnesia
863,http://www.wikidata.org/entity/Q574485,anthropophobia
864,http://www.wikidata.org/entity/Q18554152,antidepressant abuse
865,http://www.wikidata.org/entity/Q118418,antisocial personality disorder
866,http://www.wikidata.org/entity/Q154430,anxiety
867,http://www.wikidata.org/entity/Q16054607,anxiety
868,http://www.wikidata.org/entity/Q544006,anxiety disorder
869,http://www.wikidata.org/entity/Q3347244,anxiety neurosis
870,http://www.wikidata.org/entity/Q55780338,aortic arch anomaly-facial dysmorphism-intellectual disability syndrome
871,http://www.wikidata.org/entity/Q309406,apathy
872,http://www.wikidata.org/entity/Q46545345,apathy-aboulia syndrome
873,http://www.wikidata.org/entity/Q2836,aphasia
874,http://www.wikidata.org/entity/Q12300636,aphemia
875,http://www.wikidata.org/entity/Q514686,aphonia
876,http://www.wikidata.org/entity/Q55787565,aphonia-deafness-retinal dystrophy-bifid halluces-intellectual disability syndrome
877,http://www.wikidata.org/entity/Q30918966,aphrodisia
878,http://www.wikidata.org/entity/Q1859754,apperceptive agnosia
879,http://www.wikidata.org/entity/Q58145981,apragmatism
880,http://www.wikidata.org/entity/Q498916,apraxia
881,http://www.wikidata.org/entity/Q2859168,aquaphilia
882,http://www.wikidata.org/entity/Q55785348,arachnodactyly-abnormal ossification-intellectual disability syndrome
883,http://www.wikidata.org/entity/Q220783,arachnophobia
884,http://www.wikidata.org/entity/Q55789813,arena syndrome
885,http://www.wikidata.org/entity/Q748104,arithmomania
886,http://www.wikidata.org/entity/Q12230347,armpit fetishism
887,http://www.wikidata.org/entity/Q5832715,army disease
888,http://www.wikidata.org/entity/Q4795924,arrested development
889,http://www.wikidata.org/entity/Q18556221,articulation disorder
890,http://www.wikidata.org/entity/Q3625125,asemia
891,http://www.wikidata.org/entity/Q2254511,associative agnosia
892,http://www.wikidata.org/entity/Q739221,astereognosia
893,http://www.wikidata.org/entity/Q9169874,asymptomatic neurosyphilis
894,http://www.wikidata.org/entity/Q18553767,asymptomatic neurosyphilis
895,http://www.wikidata.org/entity/Q4071950,atactic thinking
896,http://www.wikidata.org/entity/Q387082,ataxia telangiectasia
897,http://www.wikidata.org/entity/Q55346098,ataxia with dementia
898,http://www.wikidata.org/entity/Q18553452,ataxia with oculomotor apraxia type 1
899,http://www.wikidata.org/entity/Q26492776,ataxia with oculomotor apraxia type 3
900,http://www.wikidata.org/entity/Q55784818,ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome
901,http://www.wikidata.org/entity/Q55345892,ataxia-oculomotor apraxia type 4
902,http://www.wikidata.org/entity/Q55785354,ataxia-photosensitivity-short stature syndrome
903,http://www.wikidata.org/entity/Q56014123,ataxia-telangiectasia variant
904,http://www.wikidata.org/entity/Q55345692,ataxia-telangiectasia with generalized skin pigmentation and early death
905,http://www.wikidata.org/entity/Q55345773,ataxia-telangiectasia-like disorder
906,http://www.wikidata.org/entity/Q18553377,atelosteogenesis
907,http://www.wikidata.org/entity/Q49970049,atelosteogenesis type I
908,http://www.wikidata.org/entity/Q2870197,atelosteogenesis type II
909,http://www.wikidata.org/entity/Q4815725,athymhormic syndrome
910,http://www.wikidata.org/entity/Q4072248,atremia
911,http://www.wikidata.org/entity/Q3540868,attachment disorder
912,http://www.wikidata.org/entity/Q67198812,attention deficit and disruptive behavior disorders
913,http://www.wikidata.org/entity/Q36941615,attention deficit disorder
914,http://www.wikidata.org/entity/Q181923,attention deficit hyperactivity disorder
915,http://www.wikidata.org/entity/Q2156290,atychiphobia
916,http://www.wikidata.org/entity/Q56014032,atypical Rett syndrome
917,http://www.wikidata.org/entity/Q9162871,atypical autism
918,http://www.wikidata.org/entity/Q2657784,atypical depressive disorder
919,http://www.wikidata.org/entity/Q18967557,atypical manic disorder
920,http://www.wikidata.org/entity/Q55345950,atypical pantothenate kinase-associated neurodegeneration
921,http://www.wikidata.org/entity/Q55346109,atypical progressive supranuclear palsy syndrome
922,http://www.wikidata.org/entity/Q24886208,atypical psychosis
923,http://www.wikidata.org/entity/Q10601887,atypical scrapie
924,http://www.wikidata.org/entity/Q1511436,auditory agnosia
925,http://www.wikidata.org/entity/Q1054088,auditory hallucination
926,http://www.wikidata.org/entity/Q739481,aura
927,http://www.wikidata.org/entity/Q4825823,autagonistophilia
928,http://www.wikidata.org/entity/Q784428,autassassinophilia
929,http://www.wikidata.org/entity/Q38404,autism
930,http://www.wikidata.org/entity/Q1436063,autism spectrum disorder
931,http://www.wikidata.org/entity/Q55784749,autism spectrum disorder-epilepsy-arthrogryposis syndrome
932,http://www.wikidata.org/entity/Q55785384,autism-facial port-wine stain syndrome
933,http://www.wikidata.org/entity/Q23808084,autistic catatonia
934,http://www.wikidata.org/entity/Q72423832,autistic meltdown
935,http://www.wikidata.org/entity/Q24951653,autistic savant
936,http://www.wikidata.org/entity/Q67135649,autistic special interest
937,http://www.wikidata.org/entity/Q9638726,autoandrophilia
938,http://www.wikidata.org/entity/Q782444,autogynephilia
939,http://www.wikidata.org/entity/Q787420,automation disorder
940,http://www.wikidata.org/entity/Q102296249,autosomal dominant Aarskog syndrome
941,http://www.wikidata.org/entity/Q622925,Vestibulocerebellar syndrome
942,http://www.wikidata.org/entity/Q19587382,autosomal dominant non-syndromic intellectual disability
943,http://www.wikidata.org/entity/Q3589157,autosomal dominant nocturnal frontal lobe epilepsy
945,http://www.wikidata.org/entity/Q32136892,autosomal recessive Parkinson disease 14
946,http://www.wikidata.org/entity/Q55345810,"autosomal recessive ataxia, Beauce type"
947,http://www.wikidata.org/entity/Q4826996,autosomal recessive cerebellar ataxia
948,http://www.wikidata.org/entity/Q32143448,autosomal recessive complex spastic paraplegia type 9B
949,http://www.wikidata.org/entity/Q55346091,autosomal recessive congenital cerebellar ataxia
950,http://www.wikidata.org/entity/Q55346094,autosomal recessive degenerative and progressive cerebellar ataxia
951,http://www.wikidata.org/entity/Q55783738,autosomal recessive frontotemporal pachygyria
952,http://www.wikidata.org/entity/Q102295570,autosomal recessive intellectual developmental disorder-72
953,http://www.wikidata.org/entity/Q27429766,autosomal recessive limb-girdle muscular dystrophy
954,http://www.wikidata.org/entity/Q55395649,autosomal recessive mental retardation-34 with variant lissencephaly
955,http://www.wikidata.org/entity/Q55346092,autosomal recessive metabolic cerebellar ataxia
956,http://www.wikidata.org/entity/Q19587384,autosomal recessive non-syndromic intellectual disability
957,http://www.wikidata.org/entity/Q55346010,autosomal recessive spastic ataxia
958,http://www.wikidata.org/entity/Q55346095,autosomal recessive syndromic cerebellar ataxia
959,http://www.wikidata.org/entity/Q4827018,autotopagnosia
960,http://www.wikidata.org/entity/Q4827032,autovampirism
961,http://www.wikidata.org/entity/Q509122,avoidant personality disorder
962,http://www.wikidata.org/entity/Q7447762,avoidant/restrictive food intake disorder
963,http://www.wikidata.org/entity/Q3058278,balloon fetish
964,http://www.wikidata.org/entity/Q4261984,barbiturate dependence
965,http://www.wikidata.org/entity/Q1184752,barbiturate overdose
966,http://www.wikidata.org/entity/Q12081209,battology
967,http://www.wikidata.org/entity/Q4362373,beer alcoholism
968,http://www.wikidata.org/entity/Q1513352,behavioral addiction
969,http://www.wikidata.org/entity/Q1815366,behavioral disorder
970,http://www.wikidata.org/entity/Q2769397,behavioral disorder associated with intellectual disabilities
971,http://www.wikidata.org/entity/Q3508799,behavioral phenotypes in genetic syndromes
972,http://www.wikidata.org/entity/Q55345980,behavioral variant of frontotemporal dementia
973,http://www.wikidata.org/entity/Q28130457,belief perseverance
974,http://www.wikidata.org/entity/Q9347500,belle indifférence hystérique
975,http://www.wikidata.org/entity/Q15043325,benzodiazepine abuse
976,http://www.wikidata.org/entity/Q380409,benzodiazepine dependence
977,http://www.wikidata.org/entity/Q6119887,benzodiazepine withdrawal syndrome
978,http://www.wikidata.org/entity/Q830532,bestiality
979,http://www.wikidata.org/entity/Q9169656,betacism
980,http://www.wikidata.org/entity/Q1290895,biastophilia
981,http://www.wikidata.org/entity/Q856396,bibliomania
982,http://www.wikidata.org/entity/Q1521260,binge drinking
983,http://www.wikidata.org/entity/Q209522,binge-eating disorder
984,http://www.wikidata.org/entity/Q4915474,bipolar I disorder
985,http://www.wikidata.org/entity/Q71263784,bipolar and related disorders
986,http://www.wikidata.org/entity/Q56014658,bipolar depression
987,http://www.wikidata.org/entity/Q131755,bipolar disorder
988,http://www.wikidata.org/entity/Q4086956,bipolar ll disorder
989,http://www.wikidata.org/entity/Q4915490,bipolar spectrum
990,http://www.wikidata.org/entity/Q55781692,"bird headed-dwarfism, Montreal type"
991,http://www.wikidata.org/entity/Q359099,blackout
992,http://www.wikidata.org/entity/Q55787025,blepharophimosis-intellectual disability syndrome
993,http://www.wikidata.org/entity/Q55787671,blepharophimosis-intellectual disability syndrome due to UBE3B deficiency
994,http://www.wikidata.org/entity/Q55999539,"blepharophimosis-intellectual disability syndrome, MKB type"
995,http://www.wikidata.org/entity/Q3961681,"blepharophimosis-intellectual disability syndrome, Ohdo type"
996,http://www.wikidata.org/entity/Q55783364,"blepharophimosis-intellectual disability syndrome, Verloes type"
997,http://www.wikidata.org/entity/Q4927796,blood fetishism
998,http://www.wikidata.org/entity/Q886731,blood phobia
999,http://www.wikidata.org/entity/Q3381344,blood-injection-injury type phobia
1000,http://www.wikidata.org/entity/Q844590,body dysmorphic disorder
1001,http://www.wikidata.org/entity/Q890069,body integrity identity disorder
1002,http://www.wikidata.org/entity/Q747748,body worship
1003,http://www.wikidata.org/entity/Q95422809,body-focused obsession
1004,http://www.wikidata.org/entity/Q3092561,boot fetishism
1005,http://www.wikidata.org/entity/Q11861940,borderline intellectual functioning
1006,http://www.wikidata.org/entity/Q208166,borderline personality disorder
1007,http://www.wikidata.org/entity/Q18710618,borderline personality disorder: borderline type
1008,http://www.wikidata.org/entity/Q15141261,borderline spectrum disorder
1009,http://www.wikidata.org/entity/Q1208144,boreout
1010,http://www.wikidata.org/entity/Q4949373,bouffée délirante
1011,http://www.wikidata.org/entity/Q154666,bovine sponginess encephalitic
1012,http://www.wikidata.org/entity/Q3219948,bowel-control anxiety
1013,http://www.wikidata.org/entity/Q55785359,brachydactyly-mesomelia-intellectual disability-heart defects syndrome
1014,http://www.wikidata.org/entity/Q3643519,bradylalia
1015,http://www.wikidata.org/entity/Q2923519,bradyphrenia
1016,http://www.wikidata.org/entity/Q55788508,brain malformation-congenital heart disease-postaxial polydactyly syndrome
1017,http://www.wikidata.org/entity/Q55783782,brain-lung-thyroid syndrome
1018,http://www.wikidata.org/entity/Q55781699,branchioskeletogenital syndrome
1019,http://www.wikidata.org/entity/Q2651749,breast fetishism
1020,http://www.wikidata.org/entity/Q2787727,brief psychotic disorder
1021,http://www.wikidata.org/entity/Q1267017,brief reactive psychosis
1022,http://www.wikidata.org/entity/Q13604751,broken heart
1023,http://www.wikidata.org/entity/Q994942,bruxism
1024,http://www.wikidata.org/entity/Q5735426,bulimarexia
1025,http://www.wikidata.org/entity/Q180913,bulimia
1026,http://www.wikidata.org/entity/Q64513386,bulimia nervosa
1027,http://www.wikidata.org/entity/Q55782535,"bullous dystrophy, macular type"
1028,http://www.wikidata.org/entity/Q2725587,burusera
1029,http://www.wikidata.org/entity/Q58601382,buttocks fetishism
1030,http://www.wikidata.org/entity/Q28960322,cacodemonomania
1031,http://www.wikidata.org/entity/Q1106843,caffeine dependence
1032,http://www.wikidata.org/entity/Q5017161,caffeine-induced sleep disorder
1033,http://www.wikidata.org/entity/Q51302742,caffeinism
1034,http://www.wikidata.org/entity/Q5644859,caligynephobia
1035,http://www.wikidata.org/entity/Q55783848,"camptodactyly syndrome, Guadalajara type 3"
1036,http://www.wikidata.org/entity/Q1734743,cancerophobia
1037,http://www.wikidata.org/entity/Q25531259,cannabis abuse
1038,http://www.wikidata.org/entity/Q16517909,cannabis and schizophrenia
1039,http://www.wikidata.org/entity/Q3743620,cannabis dependence
1040,http://www.wikidata.org/entity/Q17001305,cannabis use in pregnancy
1041,http://www.wikidata.org/entity/Q55784994,cardiac anomalies-developmental delay-facial dysmorphism syndrome
1042,http://www.wikidata.org/entity/Q55782890,"cardiac malformation, cleft lip/palate, microcephaly, and digital anomalies"
1043,http://www.wikidata.org/entity/Q42755841,"cardiocranial syndrome, Pfeiffer type"
1044,http://www.wikidata.org/entity/Q3912188,cast fetishism
1045,http://www.wikidata.org/entity/Q944473,cataplexy
1046,http://www.wikidata.org/entity/Q55785397,cataract-deafness-hypogonadism syndrome
1047,http://www.wikidata.org/entity/Q55781700,cataract-hypertrichosis-intellectual disability syndrome
1048,http://www.wikidata.org/entity/Q55785396,cataract-intellectual disability-anal atresia-urinary defects syndrome
1049,http://www.wikidata.org/entity/Q22965511,cataract-intellectual disability-hypogonadism syndrome
1050,http://www.wikidata.org/entity/Q11737256,catathymia
1051,http://www.wikidata.org/entity/Q57769952,catatonic excitement
1052,http://www.wikidata.org/entity/Q1432717,catatonic schizophrenia
1053,http://www.wikidata.org/entity/Q55785347,caudal appendage-deafness syndrome
1054,http://www.wikidata.org/entity/Q108598204,cenesthetic hallucination
1055,http://www.wikidata.org/entity/Q9334248,cenesthopathic schizophrenia
1056,http://www.wikidata.org/entity/Q55787554,central nervous system calcification-deafness-tubular acidosis-anemia syndrome
1057,http://www.wikidata.org/entity/Q3620651,central sleep apnea
1058,http://www.wikidata.org/entity/Q55790500,central sleep apnea due to periodic breathing
1059,http://www.wikidata.org/entity/Q5063259,cephalgiaphobia
1060,http://www.wikidata.org/entity/Q154709,cerebellar ataxia
1061,http://www.wikidata.org/entity/Q55345761,cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
1062,http://www.wikidata.org/entity/Q102294040,"cerebellar hyplasia/atrophy, epilepsy, and global developmental delay"
1063,http://www.wikidata.org/entity/Q55784869,cerebellar-facial-dental syndrome
1064,http://www.wikidata.org/entity/Q18553924,cerebral lipidosis
1065,http://www.wikidata.org/entity/Q2602467,cerebrotendinous xanthomatosis
1066,http://www.wikidata.org/entity/Q55789149,cerebrovascular dementia
1067,http://www.wikidata.org/entity/Q30141343,challenges in planning or solving problems
1068,http://www.wikidata.org/entity/Q30141414,changes in mood and personality
1069,http://www.wikidata.org/entity/Q3635133,character amnesia
1070,http://www.wikidata.org/entity/Q9188898,characteropathy
1071,http://www.wikidata.org/entity/Q50348566,cheilophagia
1072,http://www.wikidata.org/entity/Q3066758,child abduction by pedophile
1073,http://www.wikidata.org/entity/Q69886832,child behavior disorders
1074,http://www.wikidata.org/entity/Q5097919,child pyromaniac
1075,http://www.wikidata.org/entity/Q4208342,child sex tourism
1076,http://www.wikidata.org/entity/Q493965,childhood amnesia
1077,http://www.wikidata.org/entity/Q388722,childhood disintegrative disease
1078,http://www.wikidata.org/entity/Q21075313,childhood dysphonia
1079,http://www.wikidata.org/entity/Q3377828,childhood fear
1080,http://www.wikidata.org/entity/Q5097985,childhood phobia
1081,http://www.wikidata.org/entity/Q17162576,childhood schizophrenia
1082,http://www.wikidata.org/entity/Q2692145,childhood serious emotional disturbance
1083,http://www.wikidata.org/entity/Q68145128,childhood-onset fluency disorder
1084,http://www.wikidata.org/entity/Q5439392,chiroptophobia
1085,http://www.wikidata.org/entity/Q5104989,chorditis
1086,http://www.wikidata.org/entity/Q5105007,chorea gravidarum
1087,http://www.wikidata.org/entity/Q3338656,chorea-acanthocytosis
1088,http://www.wikidata.org/entity/Q1076421,choreatic disease
1089,http://www.wikidata.org/entity/Q55790000,choreoacanthocytosis amyotrophic
1090,http://www.wikidata.org/entity/Q106760900,choreomania
1091,http://www.wikidata.org/entity/Q8043081,chromophobia
1092,http://www.wikidata.org/entity/Q21154058,chromosome 15q13.3 microdeletion syndrome
1093,http://www.wikidata.org/entity/Q21154059,chromosome 15q24 deletion syndrome
1094,http://www.wikidata.org/entity/Q21154076,chromosome 16p11.2 duplication syndrome
1095,http://www.wikidata.org/entity/Q55790009,chromosome 17 deletion
1096,http://www.wikidata.org/entity/Q21154078,chromosome 17p13.3 duplication syndrome
1097,http://www.wikidata.org/entity/Q7234988,chromosome 17q21.31 duplication syndrome
1098,http://www.wikidata.org/entity/Q21154066,chromosome 19q13.11 deletion syndrome
1099,http://www.wikidata.org/entity/Q66084923,chromosome 3-linked frontotemporal dementia
1100,http://www.wikidata.org/entity/Q21505487,chromosome 5p13 duplication syndrome
1101,http://www.wikidata.org/entity/Q21124546,chromosome 5q12 deletion syndrome
1102,http://www.wikidata.org/entity/Q21154072,chromosome 6pter-p24 deletion syndrome
1103,http://www.wikidata.org/entity/Q21154073,chromosome 8q21.11 deletion syndrome
1104,http://www.wikidata.org/entity/Q55999531,chromosome Xp11.22 duplication syndrome
1105,http://www.wikidata.org/entity/Q21505488,chromosome Xp11.23-p11.22 duplication syndrome
1106,http://www.wikidata.org/entity/Q19001109,chronic depressive disorder
1107,http://www.wikidata.org/entity/Q18975429,chronic factitious illness with physical symptoms
1108,http://www.wikidata.org/entity/Q3410138,chronic hallucinatory psychosis
1109,http://www.wikidata.org/entity/Q18966878,chronic hypomanic disorder
1110,http://www.wikidata.org/entity/Q18966752,chronic latent schizophrenia
1111,http://www.wikidata.org/entity/Q18967121,chronic schizophrenia
1112,http://www.wikidata.org/entity/Q18966473,chronic state latent schizophrenia with acute exacerbation
1113,http://www.wikidata.org/entity/Q2667685,chronic tic disorder
1114,http://www.wikidata.org/entity/Q5114004,chronic traumatic encephalopathy
1115,http://www.wikidata.org/entity/Q18967392,chronic undifferentiated schizophrenia
1116,http://www.wikidata.org/entity/Q1087811,chronic wasting disease
1117,http://www.wikidata.org/entity/Q1088341,chronophilia
1118,http://www.wikidata.org/entity/Q5791167,chrysophobia
1119,http://www.wikidata.org/entity/Q2712607,circadian rhythm sleep disorder
1120,http://www.wikidata.org/entity/Q4346960,circumstantial speech
1121,http://www.wikidata.org/entity/Q5125787,clanging
1122,http://www.wikidata.org/entity/Q56013691,classic lissencephaly
1123,http://www.wikidata.org/entity/Q55345949,classic pantothenate kinase-associated neurodegeneration
1124,http://www.wikidata.org/entity/Q55345760,classic progressive supranuclear palsy syndrome
1125,http://www.wikidata.org/entity/Q55785908,cleft palate-short stature-vertebral anomalies syndrome
1126,http://www.wikidata.org/entity/Q41184,clinical lycanthropy
1127,http://www.wikidata.org/entity/Q2979311,clinophilia
1128,http://www.wikidata.org/entity/Q2979422,clitorism
1129,http://www.wikidata.org/entity/Q11323359,clothing fetish
1130,http://www.wikidata.org/entity/Q29871326,cluster A personality disorders
1131,http://www.wikidata.org/entity/Q1300078,cluster C personality disorder
1132,http://www.wikidata.org/entity/Q1032390,cluttering
1133,http://www.wikidata.org/entity/Q54912176,cobblestone lissencephaly
1134,http://www.wikidata.org/entity/Q3743188,cocaine dependence
1135,http://www.wikidata.org/entity/Q5139133,cocaine intoxication
1136,http://www.wikidata.org/entity/Q66124080,cocaine-related disorders
1137,http://www.wikidata.org/entity/Q5483076,cocktail party speech
1138,http://www.wikidata.org/entity/Q21109,codependency
1139,http://www.wikidata.org/entity/Q5141203,cognitive deficit
1140,http://www.wikidata.org/entity/Q3065932,cognitive disorder
1141,http://www.wikidata.org/entity/Q2914540,cognitive distortion
1142,http://www.wikidata.org/entity/Q57859955,cognitive dysfunction
1143,http://www.wikidata.org/entity/Q1778413,cognitive dysphasia.
1144,http://www.wikidata.org/entity/Q55784895,cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome
1145,http://www.wikidata.org/entity/Q4200966,cognitive inertia
1146,http://www.wikidata.org/entity/Q5141244,cognitive slippage
1147,http://www.wikidata.org/entity/Q56297447,coitophobia
1148,http://www.wikidata.org/entity/Q62942440,collective false memory
1149,http://www.wikidata.org/entity/Q3377832,collective fear
1150,http://www.wikidata.org/entity/Q55783226,colobomatous microphthalmia-obesity-hypogenitalism-intellectual disability syndrome
1151,http://www.wikidata.org/entity/Q3556400,color agnosia
1152,http://www.wikidata.org/entity/Q1482034,combat disorder
1153,http://www.wikidata.org/entity/Q1033086,combined drug intoxication
1154,http://www.wikidata.org/entity/Q55784962,combined oxidative phosphorylation defect type 27
1155,http://www.wikidata.org/entity/Q814165,command automatism
1156,http://www.wikidata.org/entity/Q1058691,communication disorder
1157,http://www.wikidata.org/entity/Q477502,complex post-traumatic stress disorder
1158,http://www.wikidata.org/entity/Q231624,compulsive act
1159,http://www.wikidata.org/entity/Q195941,compulsive hoarding
1160,http://www.wikidata.org/entity/Q5157235,compulsive talking
1161,http://www.wikidata.org/entity/Q1189255,computer addiction
1162,http://www.wikidata.org/entity/Q596474,conduct disorder
1163,http://www.wikidata.org/entity/Q1236057,conduction aphasia
1164,http://www.wikidata.org/entity/Q1082351,confabulation
1165,http://www.wikidata.org/entity/Q66425211,confabulator
1166,http://www.wikidata.org/entity/Q30141302,confusion with time and space
1167,http://www.wikidata.org/entity/Q2238018,confusional arousals
1168,http://www.wikidata.org/entity/Q55784914,congenital cataract-microcephaly-nevus flammeus simplex-severe intellectual disability syndrome
1169,http://www.wikidata.org/entity/Q55787325,disorder of multiple glycosylation
1170,http://www.wikidata.org/entity/Q19709948,congenital heart defect-round face-developmental delay syndrome
1171,http://www.wikidata.org/entity/Q55788256,congenital insensitivity to pain with severe intellectual disability
1172,http://www.wikidata.org/entity/Q55787759,congenital muscular alpha-dystroglycanopathy with brain and eye anomalies
1173,http://www.wikidata.org/entity/Q18966514,congenital syphilitic encephalitis
1174,http://www.wikidata.org/entity/Q55788120,cono-spondylar dysplasia
1175,http://www.wikidata.org/entity/Q56014262,continuous spikes and waves during sleep
1176,http://www.wikidata.org/entity/Q55782532,contractures-ectodermal dysplasia-cleft lip/palate syndrome
1177,http://www.wikidata.org/entity/Q1051355,conversion disorder
1178,http://www.wikidata.org/entity/Q125466,coprolalia
1179,http://www.wikidata.org/entity/Q30156391,coprophemia
1180,http://www.wikidata.org/entity/Q464215,coprophilia
1181,http://www.wikidata.org/entity/Q1118754,coprophobia
1182,http://www.wikidata.org/entity/Q1428295,copropraxia
1183,http://www.wikidata.org/entity/Q31841332,corpus callosum agenesis-abnormal genitalia syndrome
1184,http://www.wikidata.org/entity/Q28065620,corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome
1185,http://www.wikidata.org/entity/Q55788285,corpus callosum agenesis-macrocephaly-hypertelorism syndrome
1186,http://www.wikidata.org/entity/Q55781769,cortical blindness-intellectual disability-polydactyly syndrome
1187,http://www.wikidata.org/entity/Q5173263,cortical deafness
1188,http://www.wikidata.org/entity/Q5802094,cortical dementia
1189,http://www.wikidata.org/entity/Q1755684,corticobasal degeneration
1190,http://www.wikidata.org/entity/Q1009193,counting disorders associated with genetic disease
1191,http://www.wikidata.org/entity/Q5178783,courtship disorder
1192,http://www.wikidata.org/entity/Q55785489,craniodigital syndrome-intellectual disability syndrome
1193,http://www.wikidata.org/entity/Q55785037,craniofacial dysplasia-short stature-ectodermal anomalies-intellectual disability syndrome
1194,http://www.wikidata.org/entity/Q55780402,craniofaciofrontodigital syndrome
1195,http://www.wikidata.org/entity/Q5182141,craniofrontonasal dysplasia
1196,http://www.wikidata.org/entity/Q17084842,creatine transporter deficiency
1197,http://www.wikidata.org/entity/Q1142083,crush fetish
1198,http://www.wikidata.org/entity/Q1790393,cryptomnesia
1199,http://www.wikidata.org/entity/Q55785494,cryptorchidism-arachnodactyly-intellectual disability syndrome
1200,http://www.wikidata.org/entity/Q268586,culture shock
1201,http://www.wikidata.org/entity/Q1791709,culture-bound syndrome
1202,http://www.wikidata.org/entity/Q933899,cyberchondria
1203,http://www.wikidata.org/entity/Q5197828,cyberphobia
1204,http://www.wikidata.org/entity/Q245473,cycloid psychosis
1205,http://www.wikidata.org/entity/Q245590,cyclothymia
1206,http://www.wikidata.org/entity/Q5199884,cynanthropy
1207,http://www.wikidata.org/entity/Q38579,cynophobia
1208,http://www.wikidata.org/entity/Q1118643,deaf-mute
1209,http://www.wikidata.org/entity/Q3508677,deafness dystonia syndrome
1210,http://www.wikidata.org/entity/Q55787551,deafness-genital anomalies-metacarpal and metatarsal synostosis syndrome
1211,http://www.wikidata.org/entity/Q28065634,"deafness-intellectual disability, Martin-Probst type syndrome"
1212,http://www.wikidata.org/entity/Q3519556,death anxiety
1213,http://www.wikidata.org/entity/Q30141399,decreased or poor judgment
1214,http://www.wikidata.org/entity/Q30893921,defect state of schizophrenia
1215,http://www.wikidata.org/entity/Q1470530,delayed sleep phase disorder
1216,http://www.wikidata.org/entity/Q55781487,delayed speech-facial asymmetry-strabismus-ear lobe creases syndrome
1217,http://www.wikidata.org/entity/Q160796,delirium
1218,http://www.wikidata.org/entity/Q11800698,delirium acutum
1219,http://www.wikidata.org/entity/Q209647,delirium tremens
1220,http://www.wikidata.org/entity/Q189643,delusion
1221,http://www.wikidata.org/entity/Q106998896,delusion of control
1222,http://www.wikidata.org/entity/Q14466128,delusion of filiation
1223,http://www.wikidata.org/entity/Q57715765,delusion-like ideas
1224,http://www.wikidata.org/entity/Q721073,delusional disorder
