,item,itemLabel,itemDescription,drugs,drugsLabel
1467,http://www.wikidata.org/entity/Q55785541,genetic dementia,Genetic dementia,,
1468,http://www.wikidata.org/entity/Q55785865,genetic intellectual disability,Rare genetic intellectual disability,,
1469,http://www.wikidata.org/entity/Q55346116,genetic neurodegenerative disease with dementia,instance of neurodegenerative disease with dementia that is caused by a modification of the individual's genome,,
1470,http://www.wikidata.org/entity/Q55785866,genetic syndromic intellectual disability,Rare genetic syndromic intellectual disability,,
1471,http://www.wikidata.org/entity/Q2275605,genophobia,fear of sexual relations or sexual intercourse,,
1472,http://www.wikidata.org/entity/Q5533828,genuphobia,fear of one's own knees or someone else's knees or the act of kneeling,,
1473,http://www.wikidata.org/entity/Q2995241,gephyrophobia,specific phobia characterized by the fear of bridges,,
1474,http://www.wikidata.org/entity/Q347967,gerontophilia,sexual attraction toward the elderly,,
1475,http://www.wikidata.org/entity/Q55780798,glaucoma-sleep apnea syndrome,Glaucoma-sleep apnea syndrome is characterized by sleep apnoea associated with glaucoma. It has been described in five members of a family (the mother and four of her children).,,
1476,http://www.wikidata.org/entity/Q662626,global aphasia,severe form of brain damage,,
1477,http://www.wikidata.org/entity/Q55788498,global developmental delay-osteopenia-ectodermal defect syndrome,"This syndrome is characterised by the association of global developmental delay, osteopenia and skin anomalies",,
1478,http://www.wikidata.org/entity/Q55788368,global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,human disease,,
1479,http://www.wikidata.org/entity/Q3641768,globus pharyngis,"persistent but painless sensation of having a pill, food bolus, or some other sort of obstruction in the throat when there is none",,
1480,http://www.wikidata.org/entity/Q2540262,glossophobia,fear of public speaking or of speaking in general,,
1481,http://www.wikidata.org/entity/Q55782466,glycogen storage disease due to phosphoglycerate kinase 1 deficiency,"Phosphoglycerate kinase (PGK) deficiency is a metabolic disorder characterized by variable combinations of nonspherocytic hemolytic anemia, myopathy, and various central nervous system abnormalities",,
1482,http://www.wikidata.org/entity/Q987664,grandiose delusions,"psychopathological condition (that is, when an individual believes that he has exceptional abilities, fame, wealth, or omnipotence)",,
1483,http://www.wikidata.org/entity/Q14490720,grandiosity,unrealistic sense of superiority and of uniqueness,,
1484,http://www.wikidata.org/entity/Q953131,graphomania,obsessive impulse to write,,
1485,http://www.wikidata.org/entity/Q5613758,guanidinoacetate methyltransferase deficiency,Human disease,,
1486,http://www.wikidata.org/entity/Q1010522,gymnophobia,phobia for naked bodies,,
1487,http://www.wikidata.org/entity/Q1558456,gynophobia,abnormal fear of women,,
1488,http://www.wikidata.org/entity/Q55781925,hair defect-photosensitivity-intellectual disability syndrome,"Calderon-Gonzalez-Cantu syndrome is characterized by the association of stubby, coarse, sparse and fragile hair, eyebrows and eyelashes with photosensitivity and nonprogressive intellectual deficit without a demonstrable metabolic aberration",,
1489,http://www.wikidata.org/entity/Q1269203,hair fetishism,Paraphilia in which sexual arousal is achieved by interaction with human hair,,
1490,http://www.wikidata.org/entity/Q1391805,halitophobia,phobia,,
1491,http://www.wikidata.org/entity/Q130741,hallucination,"perception in the presence of no external stimuli found, but characteristic of true perception",,
1492,http://www.wikidata.org/entity/Q18967503,hallucinatory state induced by drug,Human disease,,
1493,http://www.wikidata.org/entity/Q18558273,hallucinogen dependence,drug dependence that involves the continued use of hallucinogenic drugs despite problems related to use of the substance,,
1494,http://www.wikidata.org/entity/Q1001920,hallucinogen persisting perception disorder,Effects mental disorder,,
1495,http://www.wikidata.org/entity/Q965539,hand fetishism,sexual fascination with hands,,
1496,http://www.wikidata.org/entity/Q207334,hangover,unpleasant physiological and psychological effects following the consumption of ethanol,,
1497,http://www.wikidata.org/entity/Q3048979,health effects of beer,,,
1498,http://www.wikidata.org/entity/Q2933021,health effects of caffeine,,,
1499,http://www.wikidata.org/entity/Q465016,health effects of tobacco,"circumstances, mechanisms, and factors of tobacco consumption on human health",,
1500,http://www.wikidata.org/entity/Q1191575,hebephilia,proposed paraphilia encompassing the sexual interest in pubescent children,,
1501,http://www.wikidata.org/entity/Q3144528,heboidophrenia,,,
1502,http://www.wikidata.org/entity/Q23679966,hedonophobia,fear or aversion to obtaining pleasure,,
1503,http://www.wikidata.org/entity/Q1035100,helper syndrome,,,
1504,http://www.wikidata.org/entity/Q16574388,hemiasomatognosia,,,
1505,http://www.wikidata.org/entity/Q40103033,hemimegalencephaly,a rare disorder affecting development of one side of the brain,,
1506,http://www.wikidata.org/entity/Q152289,hemispatial neglect,"neuropsychological condition in which, after damage to one hemisphere of the brain is sustained, a deficit in attention to and awareness of one side of space is observed",,
1507,http://www.wikidata.org/entity/Q11897418,hepatic fibrosis-renal cysts-intellectual disability syndrome,human disease,,
1508,http://www.wikidata.org/entity/Q3730759,heptadecaphobia,fear of the number 17,,
1509,http://www.wikidata.org/entity/Q55783613,hereditary cryohydrocytosis with reduced stomatin,human disease,,
1510,http://www.wikidata.org/entity/Q55346113,hereditary progressive chorea without dementia,human disease,,
1511,http://www.wikidata.org/entity/Q50349724,hereditary sensory neuropathy-deafness-dementia syndrome,"hereditary sensory neuropathy characterized by adult onset of progressive peripheral sensory loss, progressive hearing impairment, and early-onset dementia that has material basis in heterozygous mutation in the DNMT1 gene on chromosome 19p13",,
1512,http://www.wikidata.org/entity/Q32142563,hereditary spastic paraplegia 11,hereditary spastic paraplegia that has material basis in mutation in the SPG11 gene on chromosome 15q21,,
1513,http://www.wikidata.org/entity/Q18558272,heroin dependence,opiate dependence that involves the continued use of heroin despite problems related to use of the substance,['http://www.wikidata.org/entity/Q407721'],['buprenorphine']
1514,http://www.wikidata.org/entity/Q1613864,herostratism,,,
1515,http://www.wikidata.org/entity/Q2319444,herpetophobia,fear or aversion to reptiles,,
1516,http://www.wikidata.org/entity/Q420724,hexakosioihexekontahexaphobia,"aversion to the number 666 or ""number of the beast""",,
1517,http://www.wikidata.org/entity/Q12019630,hierophobia,fear of what is religious or sacred,,
1518,http://www.wikidata.org/entity/Q1788847,high-functioning autism,"people with autism who are deemed to be cognitively ""higher functioning"" (with an IQ of 70 or greater) than other people with autism","['http://www.wikidata.org/entity/Q76560', 'http://www.wikidata.org/entity/Q211036', 'http://www.wikidata.org/entity/Q208144']","['antidepressant', 'stimulant', 'antipsychotics']"
1519,http://www.wikidata.org/entity/Q2721459,highway  phobia,,,
1520,http://www.wikidata.org/entity/Q845787,histrionic personality disorder,personality disorder characterized by excessive emotionality and attention-seeking,,
1521,http://www.wikidata.org/entity/Q102187439,hoarse voice,symptom,,
1522,http://www.wikidata.org/entity/Q3930506,hoarseness,voice characteristic of being hoarse or raucous,,
1523,http://www.wikidata.org/entity/Q1595931,homesickness,distress caused by being away from home,,
1524,http://www.wikidata.org/entity/Q4142984,homicidal mania,irresistible urge to kill,,
1525,http://www.wikidata.org/entity/Q3755302,homosexual necrophilia in mallards,,,
1526,http://www.wikidata.org/entity/Q389378,hospitalism,pediatric diagnosis used in the 1930s to describe infants who wasted away while in hospital,,
1527,http://www.wikidata.org/entity/Q1029707,hottentotism,obsolescent language disorder,,
1528,http://www.wikidata.org/entity/Q2248357,huffing,"illicit use of chemical vapors, inhaled to produce a rapid mind-altering effect",,
1529,http://www.wikidata.org/entity/Q2996866,human coprophagia,"psychiatric symptom, rare aberrant human behavior involving consumption of excrement",,
1530,http://www.wikidata.org/entity/Q1269190,hybristophilia,"a paraphilia in which sexual arousal are responsive to and contingent upon being with a partner known to have committed an outrage, cheating, lying, known infidelities, or crime",,
1531,http://www.wikidata.org/entity/Q55782561,hydrocephaly-cerebellar agenesis syndrome,"This syndrome is characterised by infantile hypotonia followed by onset of ataxia, cataract and intellectual deficit by preschool age. Cerebral atrophy was also reported.",,
1532,http://www.wikidata.org/entity/Q1640850,hyperactivity,symptom,,
1533,http://www.wikidata.org/entity/Q962154,hypergraphia,behavioral condition characterized by the intense desire to write,,
1534,http://www.wikidata.org/entity/Q567711,hypergymnasia,,,
1535,http://www.wikidata.org/entity/Q17028415,hyperkinetic disorder,range of neurodevelopmental conditions,,
1536,http://www.wikidata.org/entity/Q776660,hyperlexia,precocious ability to read words without prior training in learning to read typically before the age of 5,,
1537,http://www.wikidata.org/entity/Q32146367,hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase,human disease,,
1538,http://www.wikidata.org/entity/Q1641033,hypermnesia,,,
1539,http://www.wikidata.org/entity/Q16642636,hyperreligiosity,medical condition,,
1540,http://www.wikidata.org/entity/Q267907,hypersexuality,excessive arousal and interest in sex,,
1541,http://www.wikidata.org/entity/Q751641,hypersomnia,excessive sleep,"['http://www.wikidata.org/entity/Q410441', 'http://www.wikidata.org/entity/Q7553347', 'http://www.wikidata.org/entity/Q422112', 'http://www.wikidata.org/entity/Q418913']","['modafinil', 'sodium oxybate', 'methylphenidate', 'armodafinil']"
1542,http://www.wikidata.org/entity/Q102186790,hypersomnia with sleep apnea,symptom,,
1543,http://www.wikidata.org/entity/Q18554800,"hypertelorism, microtia, facial clefting syndrome","autosomal recessive disease that is characterized by the combination of hypertelorism, cleft lip and palate and microtia",,
1544,http://www.wikidata.org/entity/Q45320,hyperthymesia,condition of possessing an extremely detailed autobiographical memory,,
1545,http://www.wikidata.org/entity/Q3824320,hyperthymia,"cheerful, positive mood",,
1546,http://www.wikidata.org/entity/Q1308944,hypnic jerk syndrome,involuntary twitches,,
1547,http://www.wikidata.org/entity/Q1120518,hypnophobia,fear of sleep,,
1548,http://www.wikidata.org/entity/Q303555,hypoactive sexual desire disorder,sexual dysfunction,['http://www.wikidata.org/entity/Q412226'],['yohimbine']
1549,http://www.wikidata.org/entity/Q28923579,hypochondriacal schizophrenia,subtype of schizophrenia defined in Russia,,
1550,http://www.wikidata.org/entity/Q105434,hypochondriasis,somatoform disorder that involves an excessive preoccupation or worry about having a serious illness,,
1551,http://www.wikidata.org/entity/Q55784623,hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome,human disease,,
1552,http://www.wikidata.org/entity/Q188611,hypomania,mood state characterized by persistent and pervasive elevated or irritable mood,,
1553,http://www.wikidata.org/entity/Q12632309,hypomnesia,,,
1554,http://www.wikidata.org/entity/Q28065601,hypomyelinating leukodystrophy 12,Human disease,,
1555,http://www.wikidata.org/entity/Q28065598,hypomyelinating leukodystrophy 5,"Hypomyelination-congenital cataract is characterized by the onset of cataract either at birth or in the first two months of life, delayed psychomotor development by the end of the first year of life and moderate intellectual deficit",,
1556,http://www.wikidata.org/entity/Q28065596,hypomyelinating leukodystrophy 9,"hypomyelinating leukodystrophy characterized by delayed psychomotor development, spasticity, and nystagmus starting in the first year of life that has material basis in compound heterozygous mutation in the RARS gene on chromosome 5q34",,
1557,http://www.wikidata.org/entity/Q21097782,hypomyelinating leukoencephalopathy,Human disease,,
1558,http://www.wikidata.org/entity/Q21124512,hypoparathyroidism-retardation-dysmorphism syndrome,Human disease,,
1559,http://www.wikidata.org/entity/Q56316194,hyposomnia,,,
1560,http://www.wikidata.org/entity/Q55781981,"hypospadias-intellectual disability, Goldblatt type syndrome",,,
1561,http://www.wikidata.org/entity/Q1997867,hypothymia,abnormality of mood resembling depression,,
1562,http://www.wikidata.org/entity/Q55786209,"hypotrichosis-intellectual disability, Lopes type","Hypotrichosis-intellectual disability, Lopes type is characterised by hypotrichosis, syndactyly, intellectual deficit and early eruption of teeth. It has been described in two patients. The mode of transmission appears to be autosomal recessive.",,
1563,http://www.wikidata.org/entity/Q3664130,hysterical blindness,,,
1564,http://www.wikidata.org/entity/Q10530921,hysterical psychosis,,,
1565,http://www.wikidata.org/entity/Q55781986,ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome,,,
1566,http://www.wikidata.org/entity/Q25407066,ictal psychosis,,,
1567,http://www.wikidata.org/entity/Q2215516,ideas of reference and delusions of reference,"belief that certain gestures, environmental cues, innocuous events, comments and so forth are directed at oneself",,
1568,http://www.wikidata.org/entity/Q17028947,identity disorder,type of mental disorder,,
1569,http://www.wikidata.org/entity/Q1656793,ideomotor apraxia,Human disease,,
1570,http://www.wikidata.org/entity/Q55786234,idiopathic hypersomnia with long sleep time,,,
1571,http://www.wikidata.org/entity/Q55786235,idiopathic hypersomnia without long sleep time,,,
1572,http://www.wikidata.org/entity/Q28735834,idiopathic normal pressure hydrocephalus,,,
1573,http://www.wikidata.org/entity/Q193607,idiot,person of low intelligence,,
1574,http://www.wikidata.org/entity/Q4200185,imbecile,term once used in psychiatry to describe people of moderately low intelligence,,
1575,http://www.wikidata.org/entity/Q101402572,immature personality disorder,Personality disorder,,
1576,http://www.wikidata.org/entity/Q55782512,immunodeficiency 47,human disease,,
1577,http://www.wikidata.org/entity/Q2061676,imperative hallucination,,,
1578,http://www.wikidata.org/entity/Q6007152,implant,in Scientology,,
1579,http://www.wikidata.org/entity/Q1201835,impulse control disorder,disease of mental health that involves a failure to resist an impulsive act or behaviour that may be harmful to self or others,['http://www.wikidata.org/entity/Q412443'],['risperidone']
1580,http://www.wikidata.org/entity/Q3381343,impulsion-phobias,fear of committing impulsive acts,,
1581,http://www.wikidata.org/entity/Q102187162,inability to comprehend speech,symptom,,
1582,http://www.wikidata.org/entity/Q102186694,inability to form words,symptom,,
1583,http://www.wikidata.org/entity/Q26897870,inability to maintain relationships,,,
1584,http://www.wikidata.org/entity/Q102187104,inability to speak,symptom,,
1585,http://www.wikidata.org/entity/Q2559613,inappropriate social behavior,,,
1586,http://www.wikidata.org/entity/Q3508770,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,"syndrome that is characterized by progressive proximal muscle weakness, steolytic bone lesions consistent with Paget disease, and frontotemporal dementia and has physical basis in mutation in the valosin containing protein (VCP)",,
1587,http://www.wikidata.org/entity/Q9390206,incubus dream,,,
1588,http://www.wikidata.org/entity/Q55785874,indomethacin embryofetopathy,,,
1589,http://www.wikidata.org/entity/Q55346072,infantile Refsum disease,medical condition,,
1590,http://www.wikidata.org/entity/Q55781750,infantile choroidocerebral calcification syndrome,,,
1591,http://www.wikidata.org/entity/Q55784881,infantile multisystem neurologic-endocrine-pancreatic disease,human disease,,
1592,http://www.wikidata.org/entity/Q3410134,infantile psychosis,,,
1593,http://www.wikidata.org/entity/Q55786704,infantile spams-psychomotor retardation-progressive brain atrophy-basal ganglia disease syndrome,human disease,,
1594,http://www.wikidata.org/entity/Q55345791,infantile-onset autosomal recessive nonprogressive cerebellar ataxia,human disease,,
1595,http://www.wikidata.org/entity/Q55346060,infantile-onset axonal motor and sensory neuropathy-optic atrophy-neurodegenerative syndrome,human disease,,
1596,http://www.wikidata.org/entity/Q55789146,infectious disease with dementia,human disease,,
1597,http://www.wikidata.org/entity/Q15640367,infective psychosis,,,
1598,http://www.wikidata.org/entity/Q25379267,information addcition,,,
1599,http://www.wikidata.org/entity/Q55345655,inherited Creutzfeldt-Jakob disease,,,
1600,http://www.wikidata.org/entity/Q16662567,inherited prion disease,instance of prion disease that is caused by an inherited modification of the individual's genome,,
1601,http://www.wikidata.org/entity/Q18557624,inhibited female orgasm,Human disease,,
1602,http://www.wikidata.org/entity/Q18556875,inhibited male orgasm,Human disease,,
1603,http://www.wikidata.org/entity/Q6034425,injury phobia,"abnormal, pathological fear of having an injury",,
1604,http://www.wikidata.org/entity/Q505619,insanity,abnormal mental or behavioral patterns,,
1605,http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,"['http://www.wikidata.org/entity/Q410352', 'http://www.wikidata.org/entity/Q145052', 'http://www.wikidata.org/entity/Q423390', 'http://www.wikidata.org/entity/Q415850', 'http://www.wikidata.org/entity/Q3927403', 'http://www.wikidata.org/entity/Q413486', 'http://www.wikidata.org/entity/Q3085140', 'http://www.wikidata.org/entity/Q421930', 'http://www.wikidata.org/entity/Q417689', 'http://www.wikidata.org/entity/Q413184', 'http://www.wikidata.org/entity/Q410225', 'http://www.wikidata.org/entity/Q414788', 'http://www.wikidata.org/entity/Q201872', 'http://www.wikidata.org/entity/Q906220', 'http://www.wikidata.org/entity/Q408265', 'http://www.wikidata.org/entity/Q7650517', 'http://www.wikidata.org/entity/Q218842', 'http://www.wikidata.org/entity/Q319877', 'http://www.wikidata.org/entity/Q407988', 'http://www.wikidata.org/entity/Q411457', 'http://www.wikidata.org/entity/Q418998', 'http://www.wikidata.org/entity/Q411940', 'http://www.wikidata.org/entity/Q7250328', 'http://www.wikidata.org/entity/Q416791', 'http://www.wikidata.org/entity/Q408535', 'http://www.wikidata.org/entity/Q3045264', 'http://www.wikidata.org/entity/Q414796', 'http://www.wikidata.org/entity/Q7553347', 'http://www.wikidata.org/entity/Q409558', 'http://www.wikidata.org/entity/Q210402', 'http://www.wikidata.org/entity/Q414236', 'http://www.wikidata.org/entity/Q58397', 'http://www.wikidata.org/entity/Q410608', 'http://www.wikidata.org/entity/Q412443', 'http://www.wikidata.org/entity/Q412143', 'http://www.wikidata.org/entity/Q4926102']","['gabapentin', 'zaleplon', 'doxylamine', 'amobarbital', 'quazepam', 'diphenhydramine', 'ethchlorvynol', 'mirtazapine', 'ramelteon', 'eszopiclone', 'ethinamate', 'secobarbital', 'olanzapine', 'thiobutabarbital', 'lorazepam', 'suvorexant', 'zolpidem', 'alprazolam', 'clonazepam', 'trazodone', 'flurazepam', 'aprobarbital', 'propiomazine', 'cidoxepin', 'quetiapine', 'estazolam', 'temazepam', 'sodium oxybate', 'methyprylon', 'diazepam', 'glutethimide', 'amitriptyline', 'butabarbital', 'risperidone', 'triazolam', 'bromodiphenhydramine']"
1606,http://www.wikidata.org/entity/Q102186555,insomnia with sleep apnea,symptom,,
1607,http://www.wikidata.org/entity/Q6043263,integrative agnosia,agnosia that is a loss of the ability to integrate these elements together into comprehensible perceptual wholes while recognizing elements of the whole,,
1608,http://www.wikidata.org/entity/Q55785192,intellectual developmental disorder with dysmorphic facies and ptosis,human disease,,
1609,http://www.wikidata.org/entity/Q102296322,intellectual developmental disorder with short stature and behavioral abnormalities,human disease,,
1610,http://www.wikidata.org/entity/Q183560,intellectual disability,generalized neurodevelopmental disorder,,
1611,http://www.wikidata.org/entity/Q55788293,intellectual disability syndrome due to a DYRK1A point mutation,human disease,,
1612,http://www.wikidata.org/entity/Q55782076,"intellectual disability, Buenos-Aires type",,,
1613,http://www.wikidata.org/entity/Q55782401,"intellectual disability, Wolff type",,,
1614,http://www.wikidata.org/entity/Q55782513,intellectual disability-balding-patella luxation-acromicria syndrome,,,
1615,http://www.wikidata.org/entity/Q55783599,intellectual disability-brachydactyly-Pierre robin syndrome,,,
1616,http://www.wikidata.org/entity/Q55785691,intellectual disability-cataracts-kyphosis syndrome,"This syndrome is characterized by severe intellectual deficit, kyphosis with onset in childhood and cataract with onset in late adolescence",,
1617,http://www.wikidata.org/entity/Q55782074,intellectual disability-dysmorphism-hypogonadism-diabetes mellitus syndrome,,,
1618,http://www.wikidata.org/entity/Q55785142,intellectual disability-epilepsy-extrapyramidal syndrome,human disease,,
1619,http://www.wikidata.org/entity/Q55787822,intellectual disability-facial dysmorphism-hand anomalies syndrome,human disease,,
1620,http://www.wikidata.org/entity/Q55785487,intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome,,,
1621,http://www.wikidata.org/entity/Q55787386,intellectual disability-hypotonia-brachycephaly-pyloric stenosis-cryptorchidism syndrome,human disease,,
1622,http://www.wikidata.org/entity/Q55787222,intellectual disability-hypotonia-skin hyperpigmentation syndrome,human disease,,
1623,http://www.wikidata.org/entity/Q55787245,intellectual disability-microcephaly-phalangeal-facial abnormalities syndrome,human disease,,
1624,http://www.wikidata.org/entity/Q55788271,intellectual disability-muscle weakness-short stature-facial dysmorphism syndrome,human disease,,
1625,http://www.wikidata.org/entity/Q55782121,intellectual disability-myopathy-short stature-endocrine defect syndrome,,,
1626,http://www.wikidata.org/entity/Q55787753,intellectual disability-obesity-brain malformations-facial dysmorphism syndrome,,,
1627,http://www.wikidata.org/entity/Q55783472,intellectual disability-obesity-prognathism-eye and skin anomalies syndrome,human disease,,
1628,http://www.wikidata.org/entity/Q55787278,intellectual disability-polydactyly-uncombable hair syndrome,medical condition,,
1629,http://www.wikidata.org/entity/Q55787820,intellectual disability-seizures-macrocephaly-obesity syndrome,human disease,,
1630,http://www.wikidata.org/entity/Q55784026,intellectual disability-severe speech delay-mild dysmorphism syndrome,,,
1631,http://www.wikidata.org/entity/Q55787265,intellectual disability-short stature-hypertelorism syndrome,human disease,,
1632,http://www.wikidata.org/entity/Q18412811,intellectual disability-spasticity-ectrodactyly syndrome,medical condition,,
1633,http://www.wikidata.org/entity/Q55784612,intellectual disability-strabismus syndrome,human disease,,
1634,http://www.wikidata.org/entity/Q25407067,interictal psychosis,,,
1635,http://www.wikidata.org/entity/Q18671,intermittent explosive disorder,Mood disorder identified by frequent episodes of anger and rage,['http://www.wikidata.org/entity/Q412443'],['risperidone']
1636,http://www.wikidata.org/entity/Q2933573,internalizing and externalizing disorders,,,
1637,http://www.wikidata.org/entity/Q17126447,internalizing disorder,type of emotional and behavioral disorder,,
1638,http://www.wikidata.org/entity/Q205972,intoxication,negative effect(s) induced by the ingestion of ethanol (alcohol),,
1639,http://www.wikidata.org/entity/Q5308896,intravenous substance abuse,"abuse, overuse, or misuse of a substance by its injection into a vein",,
1640,http://www.wikidata.org/entity/Q12391880,involuntary speech,,,
1641,http://www.wikidata.org/entity/Q6061449,involutional melancholia,,,
1642,http://www.wikidata.org/entity/Q60536007,iotacism,,,
1643,http://www.wikidata.org/entity/Q3454018,irregular sleep–wake rhythm,"circadian sleep disorder characterized by at least three sleep episodes per 24-hour period, irregularly from day to day",,
1644,http://www.wikidata.org/entity/Q19001340,isolated explosive disorder,Human disease,,
1645,http://www.wikidata.org/entity/Q192579,jet lag,physiological condition caused by travel across time zones,['http://www.wikidata.org/entity/Q180912'],['melatonin']
1646,http://www.wikidata.org/entity/Q6311334,jumping to conclusions,psychological term,,
1647,http://www.wikidata.org/entity/Q55345967,juvenile Huntington disease,"Juvenile Huntington disease (JHD) is a form of Huntington disease (HD; see this term), characterized by onset of signs and symptoms before 20 years of age",,
1648,http://www.wikidata.org/entity/Q1728691,kappacism,faulty pronunciation of the consonant /k/,,
1649,http://www.wikidata.org/entity/Q55782575,keratosis follicularis-dwarfism-cerebral atrophy syndrome,medical condition,,
1650,http://www.wikidata.org/entity/Q6420625,kleptolagnia,paraphilia in which a subject derives gratification from stealing,,
1651,http://www.wikidata.org/entity/Q212021,kleptomania,inability to resist the urge to steal,,
1652,http://www.wikidata.org/entity/Q1258978,klismaphilia,"In human sexuality, a paraphilia involving enjoyment of, and sexual arousal from, enemas.",,
1653,http://www.wikidata.org/entity/Q1080699,koro,"genital-related neurosis, in which an individual has an overpowering belief that one’s genitalia are retracting and will disappear, despite the lack of any true longstanding changes to the genitals",,
1654,http://www.wikidata.org/entity/Q274615,kuru,human disease,,
1655,http://www.wikidata.org/entity/Q55345712,"kuru, susceptibility to",human disease,,
1656,http://www.wikidata.org/entity/Q31195341,lachanophobia,fear of vegetables,,
1657,http://www.wikidata.org/entity/Q13403883,lallation,"imperfect enunciation of /l/ that makes it sounds like /r/ or vice versa, found in infantile speech or in non-native speakers",,
1658,http://www.wikidata.org/entity/Q538657,lambdacism,"difficulty pronouncing ""l"" sounds",,
1659,http://www.wikidata.org/entity/Q997841,language delay,language disorder in which a child fails to develop language normally,,
1660,http://www.wikidata.org/entity/Q10469820,language disorder,range of neurodevelopmental conditions,,
1661,http://www.wikidata.org/entity/Q29982064,laryngeal abductor paralysis-intellectual disability syndrome,,,
1662,http://www.wikidata.org/entity/Q5349807,late talker,a child demonstrating speech ability later than is average,,
1663,http://www.wikidata.org/entity/Q55346100,late-onset ataxia with dementia,human disease,,
1664,http://www.wikidata.org/entity/Q2314837,late-onset schizophrenia,,,
1665,http://www.wikidata.org/entity/Q18966343,latent schizophrenia,subtype of schizophrenia (characterized by clear symptoms of schizophrenia but no history of a psychotic schizophrenic episode),,
1666,http://www.wikidata.org/entity/Q97376257,lateral misarticulation,,,
1667,http://www.wikidata.org/entity/Q1417676,latex and PVC fetishism,type of fetish towards latex clothing,,
1668,http://www.wikidata.org/entity/Q1809353,laxative abuse,,,
1669,http://www.wikidata.org/entity/Q860740,learning disability,range of neurodevelopmental conditions,,
1670,http://www.wikidata.org/entity/Q1470206,leather subculture,subculture organized around sexual activities that involve leather garments,,
1671,http://www.wikidata.org/entity/Q28503346,leg fetishism,sexual fetish for legs,,
1672,http://www.wikidata.org/entity/Q55785101,leigh-like basal ganglia disease-optic atrophy-peripheral neuropathy syndrome,human disease,,
1673,http://www.wikidata.org/entity/Q16554457,leporiphobia,fear of rabbits,,
1674,http://www.wikidata.org/entity/Q55782165,lethal omphalocele-cleft palate syndrome,,,
1675,http://www.wikidata.org/entity/Q55345816,leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome,"This disease is characterised by progressive cerebellar ataxia with pyramidal and spinal cord dysfunction, associated with distinctive MRI anomalies and increased lactate in the abnormal white matter",,
1676,http://www.wikidata.org/entity/Q109673442,limb apraxia,type of apraxia,,
1677,http://www.wikidata.org/entity/Q2500124,lipoid proteinosis,rare recessive genetic disorder,,
1678,http://www.wikidata.org/entity/Q527892,lisp,speech impediment in which a person misarticulates sibilants,,
1679,http://www.wikidata.org/entity/Q1544416,lissencephaly,Brain disorder that prevents growth of brain folds,,
1680,http://www.wikidata.org/entity/Q55788668,lissencephaly with cerebellar hypoplasia,,,
1681,http://www.wikidata.org/entity/Q19707267,logoclonia,,,
1682,http://www.wikidata.org/entity/Q6667795,logopenic progressive aphasia,neurological disorder,,
1683,http://www.wikidata.org/entity/Q718263,logorrhea,"extreme and overwhelming prolixity, wordiness","['http://www.wikidata.org/entity/Q208144', 'http://www.wikidata.org/entity/Q568']","['antipsychotics', 'lithium']"
1684,http://www.wikidata.org/entity/Q1340700,long-term effects of alcohol consumption,sobredosis,,
1685,http://www.wikidata.org/entity/Q6672139,long-term effects of cannabis,overview of long-term effects of the consumption of cannabis,,
1686,http://www.wikidata.org/entity/Q2874240,loss aversion,"people's tendency to prefer avoiding losses to acquiring equivalent gains, a behavior first identified by Amos Tversky and Daniel Kahneman",,
1687,http://www.wikidata.org/entity/Q1472585,loss of reality,,,
1688,http://www.wikidata.org/entity/Q25379674,low spirits,depressive disorder,,
1689,http://www.wikidata.org/entity/Q28130306,low-functioning autism,controversial term applied to people with autism who have an intellectual disability and/or high support needs,"['http://www.wikidata.org/entity/Q211036', 'http://www.wikidata.org/entity/Q76560', 'http://www.wikidata.org/entity/Q208144']","['stimulant', 'antidepressant', 'antipsychotics']"
1690,http://www.wikidata.org/entity/Q5984973,lutraphobia,fear of otters,,
1691,http://www.wikidata.org/entity/Q32136586,macrocephaly-autism syndrome,human disease,,
1692,http://www.wikidata.org/entity/Q55784953,macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome,human disease,,
1693,http://www.wikidata.org/entity/Q55786312,macrocephaly-short stature-paraplegia syndrome,,,
1694,http://www.wikidata.org/entity/Q55345755,macrocephaly-spastic paraplegia-dysmorphism syndrome,,,
1695,http://www.wikidata.org/entity/Q55784982,macrothrombocytopenia-lymphedema-developmental delay-facial dysmorphism-camptodactyly syndrome,human disease,,
1696,http://www.wikidata.org/entity/Q58600773,maieusiophilia,a paraphilia involving sexual attraction to human pregnancy,,
