item,itemLabel,itemDescription,drugs,drugsLabel
http://www.wikidata.org/entity/Q18553444,nicotine dependence,state of dependence upon nicotine,http://www.wikidata.org/entity/Q12144,nicotine
http://www.wikidata.org/entity/Q18553444,nicotine dependence,state of dependence upon nicotine,http://www.wikidata.org/entity/Q834280,bupropion
http://www.wikidata.org/entity/Q318005,nocturnal enuresis,disease,http://www.wikidata.org/entity/Q905058,mesocarb
http://www.wikidata.org/entity/Q182413,non-controlled substance abuse,abuse of chemical substances and/or abuse of any licit substances,http://www.wikidata.org/entity/Q25048068,buprenorphine/naloxone
http://www.wikidata.org/entity/Q182413,non-controlled substance abuse,abuse of chemical substances and/or abuse of any licit substances,http://www.wikidata.org/entity/Q409587,naltrexone
http://www.wikidata.org/entity/Q178190,obsessive-compulsive disorder,"anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions)",http://www.wikidata.org/entity/Q409672,(RS)-citalopram
http://www.wikidata.org/entity/Q178190,obsessive-compulsive disorder,"anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions)",http://www.wikidata.org/entity/Q408535,quetiapine
http://www.wikidata.org/entity/Q178190,obsessive-compulsive disorder,"anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions)",http://www.wikidata.org/entity/Q422244,fluoxetine
http://www.wikidata.org/entity/Q178190,obsessive-compulsive disorder,"anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions)",http://www.wikidata.org/entity/Q201872,olanzapine
http://www.wikidata.org/entity/Q178190,obsessive-compulsive disorder,"anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions)",http://www.wikidata.org/entity/Q58713,clomipramine
http://www.wikidata.org/entity/Q178190,obsessive-compulsive disorder,"anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions)",http://www.wikidata.org/entity/Q411188,aripiprazole
http://www.wikidata.org/entity/Q178190,obsessive-compulsive disorder,"anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions)",http://www.wikidata.org/entity/Q408471,paroxetine
http://www.wikidata.org/entity/Q178190,obsessive-compulsive disorder,"anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions)",http://www.wikidata.org/entity/Q407617,sertraline
http://www.wikidata.org/entity/Q178190,obsessive-compulsive disorder,"anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions)",http://www.wikidata.org/entity/Q423757,escitalopram
http://www.wikidata.org/entity/Q178190,obsessive-compulsive disorder,"anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions)",http://www.wikidata.org/entity/Q409236,fluvoxamine
http://www.wikidata.org/entity/Q178190,obsessive-compulsive disorder,"anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions)",http://www.wikidata.org/entity/Q408265,lorazepam
http://www.wikidata.org/entity/Q178190,obsessive-compulsive disorder,"anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions)",http://www.wikidata.org/entity/Q898407,venlafaxine
http://www.wikidata.org/entity/Q178190,obsessive-compulsive disorder,"anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions)",http://www.wikidata.org/entity/Q411932,(S)-duloxetine
http://www.wikidata.org/entity/Q178190,obsessive-compulsive disorder,"anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions)",http://www.wikidata.org/entity/Q412443,risperidone
http://www.wikidata.org/entity/Q18555117,opiate dependence,drug dependence that involves the continued use of opiate drugs despite despite problems related to use of the substance,http://www.wikidata.org/entity/Q409587,naltrexone
http://www.wikidata.org/entity/Q18555117,opiate dependence,drug dependence that involves the continued use of opiate drugs despite despite problems related to use of the substance,http://www.wikidata.org/entity/Q27287577,levomethadyl
http://www.wikidata.org/entity/Q18555117,opiate dependence,drug dependence that involves the continued use of opiate drugs despite despite problems related to use of the substance,http://www.wikidata.org/entity/Q407721,buprenorphine
http://www.wikidata.org/entity/Q18555117,opiate dependence,drug dependence that involves the continued use of opiate drugs despite despite problems related to use of the substance,http://www.wikidata.org/entity/Q4353252,nalmefene
http://www.wikidata.org/entity/Q18555117,opiate dependence,drug dependence that involves the continued use of opiate drugs despite despite problems related to use of the substance,http://www.wikidata.org/entity/Q411799,levomethadyl acetate
http://www.wikidata.org/entity/Q18555117,opiate dependence,drug dependence that involves the continued use of opiate drugs despite despite problems related to use of the substance,http://www.wikidata.org/entity/Q179996,(RS)-methadone
http://www.wikidata.org/entity/Q18555117,opiate dependence,drug dependence that involves the continued use of opiate drugs despite despite problems related to use of the substance,http://www.wikidata.org/entity/Q27292429,clonidine hydrochloride
http://www.wikidata.org/entity/Q18555117,opiate dependence,drug dependence that involves the continued use of opiate drugs despite despite problems related to use of the substance,http://www.wikidata.org/entity/Q282902,naloxone
http://www.wikidata.org/entity/Q17154378,opioid overdose,acute medical condition due to excessive use of opioids and related substance,http://www.wikidata.org/entity/Q282902,naloxone
http://www.wikidata.org/entity/Q1639178,opioid use disorder,substance abuse disorder that involves the recurring use of opioid drugs despite negative consequences,http://www.wikidata.org/entity/Q407721,buprenorphine
http://www.wikidata.org/entity/Q1328833,oppositional defiant disorder,human disorder involving hostility and defiance,http://www.wikidata.org/entity/Q27292429,clonidine hydrochloride
http://www.wikidata.org/entity/Q1328833,oppositional defiant disorder,human disorder involving hostility and defiance,http://www.wikidata.org/entity/Q412443,risperidone
http://www.wikidata.org/entity/Q1328833,oppositional defiant disorder,human disorder involving hostility and defiance,http://www.wikidata.org/entity/Q407972,chlorpromazine
http://www.wikidata.org/entity/Q741713,panic disorder,Anxiety disorder characterized by reoccurring unexpected panic attacks,http://www.wikidata.org/entity/Q414796,temazepam
http://www.wikidata.org/entity/Q741713,panic disorder,Anxiety disorder characterized by reoccurring unexpected panic attacks,http://www.wikidata.org/entity/Q408471,paroxetine
http://www.wikidata.org/entity/Q741713,panic disorder,Anxiety disorder characterized by reoccurring unexpected panic attacks,http://www.wikidata.org/entity/Q418361,maprotiline
http://www.wikidata.org/entity/Q741713,panic disorder,Anxiety disorder characterized by reoccurring unexpected panic attacks,http://www.wikidata.org/entity/Q3180288,nordazepam
http://www.wikidata.org/entity/Q741713,panic disorder,Anxiety disorder characterized by reoccurring unexpected panic attacks,http://www.wikidata.org/entity/Q407988,clonazepam
http://www.wikidata.org/entity/Q741713,panic disorder,Anxiety disorder characterized by reoccurring unexpected panic attacks,http://www.wikidata.org/entity/Q407617,sertraline
http://www.wikidata.org/entity/Q741713,panic disorder,Anxiety disorder characterized by reoccurring unexpected panic attacks,http://www.wikidata.org/entity/Q423364,propranolol
http://www.wikidata.org/entity/Q741713,panic disorder,Anxiety disorder characterized by reoccurring unexpected panic attacks,http://www.wikidata.org/entity/Q58396,imipramine
http://www.wikidata.org/entity/Q741713,panic disorder,Anxiety disorder characterized by reoccurring unexpected panic attacks,http://www.wikidata.org/entity/Q409236,fluvoxamine
http://www.wikidata.org/entity/Q741713,panic disorder,Anxiety disorder characterized by reoccurring unexpected panic attacks,http://www.wikidata.org/entity/Q210402,diazepam
http://www.wikidata.org/entity/Q741713,panic disorder,Anxiety disorder characterized by reoccurring unexpected panic attacks,http://www.wikidata.org/entity/Q58713,clomipramine
http://www.wikidata.org/entity/Q741713,panic disorder,Anxiety disorder characterized by reoccurring unexpected panic attacks,http://www.wikidata.org/entity/Q422244,fluoxetine
http://www.wikidata.org/entity/Q741713,panic disorder,Anxiety disorder characterized by reoccurring unexpected panic attacks,http://www.wikidata.org/entity/Q319877,alprazolam
http://www.wikidata.org/entity/Q2606101,paranoid schizophrenia,"schizophrenia that involves delusions or auditory hallucinations of persecution or being plotted against without thought disorder, disorganized behavior, or affective flattening",http://www.wikidata.org/entity/Q423809,(E)-chlorprothixene
http://www.wikidata.org/entity/Q270673,personality disorder,maladaptive patterns of behavior,http://www.wikidata.org/entity/Q412443,risperidone
http://www.wikidata.org/entity/Q270673,personality disorder,maladaptive patterns of behavior,http://www.wikidata.org/entity/Q408535,quetiapine
http://www.wikidata.org/entity/Q270673,personality disorder,maladaptive patterns of behavior,http://www.wikidata.org/entity/Q411188,aripiprazole
http://www.wikidata.org/entity/Q6691991,pervasive developmental disorder,range of neurodevelopmental conditions,http://www.wikidata.org/entity/Q412443,risperidone
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q412443,risperidone
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q410346,lamotrigine
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q221174,topiramate
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q410412,carbamazepin
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q411188,aripiprazole
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q152763,lithium compounds
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q407617,sertraline
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q416632,nefazodone
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q420885,tranylcypromine
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q898407,venlafaxine
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q425296,prazosin
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q423757,escitalopram
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q319877,alprazolam
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q407988,clonazepam
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q422244,fluoxetine
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q408471,paroxetine
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q411932,(S)-duloxetine
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q409672,(RS)-citalopram
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q408535,quetiapine
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,mental disorder that developed after experiencing or witnessig a terrifying or life-threatening event,http://www.wikidata.org/entity/Q2936421,Cannabis indica
http://www.wikidata.org/entity/Q3508787,postencephalitic Parkinson disease,"A disease believed to be caused by a viral illness that triggers degeneration of the nerve cells in the substantia nigra. Overall, this degeneration leads to clinical parkinsonism.",http://www.wikidata.org/entity/Q337188,L-scopolamine
http://www.wikidata.org/entity/Q935129,postpartum depression,"endogenous depression that involves intense, sustained and sometimes disabling depression experienced by women after giving birth",http://www.wikidata.org/entity/Q411932,(S)-duloxetine
http://www.wikidata.org/entity/Q935129,postpartum depression,"endogenous depression that involves intense, sustained and sometimes disabling depression experienced by women after giving birth",http://www.wikidata.org/entity/Q407617,sertraline
http://www.wikidata.org/entity/Q319312,premature ejaculation,ejaculation and climax soon after initiating sexual activity,http://www.wikidata.org/entity/Q27290682,dapoxetine hydrochloride
http://www.wikidata.org/entity/Q18554007,psychologic dyspareunia,Human disease,http://www.wikidata.org/entity/Q7107372,ospemifene
http://www.wikidata.org/entity/Q170082,psychosis,abnormal condition of the mind that involves a loss of contact with reality,http://www.wikidata.org/entity/Q251347,haloperidol
http://www.wikidata.org/entity/Q170082,psychosis,abnormal condition of the mind that involves a loss of contact with reality,http://www.wikidata.org/entity/Q2924764,brexpiprazole
http://www.wikidata.org/entity/Q170082,psychosis,abnormal condition of the mind that involves a loss of contact with reality,http://www.wikidata.org/entity/Q205517,ziprasidone
http://www.wikidata.org/entity/Q170082,psychosis,abnormal condition of the mind that involves a loss of contact with reality,http://www.wikidata.org/entity/Q416545,asenapine
http://www.wikidata.org/entity/Q170082,psychosis,abnormal condition of the mind that involves a loss of contact with reality,http://www.wikidata.org/entity/Q58356,amoxapine
http://www.wikidata.org/entity/Q170082,psychosis,abnormal condition of the mind that involves a loss of contact with reality,http://www.wikidata.org/entity/Q7194603,pimavanserin
http://www.wikidata.org/entity/Q170082,psychosis,abnormal condition of the mind that involves a loss of contact with reality,http://www.wikidata.org/entity/Q411188,aripiprazole
http://www.wikidata.org/entity/Q170082,psychosis,abnormal condition of the mind that involves a loss of contact with reality,http://www.wikidata.org/entity/Q423292,paliperidone
http://www.wikidata.org/entity/Q170082,psychosis,abnormal condition of the mind that involves a loss of contact with reality,http://www.wikidata.org/entity/Q416992,lurasidone
http://www.wikidata.org/entity/Q170082,psychosis,abnormal condition of the mind that involves a loss of contact with reality,http://www.wikidata.org/entity/Q27284615,clospirazine hydrochloride
http://www.wikidata.org/entity/Q170082,psychosis,abnormal condition of the mind that involves a loss of contact with reality,http://www.wikidata.org/entity/Q408535,quetiapine
http://www.wikidata.org/entity/Q170082,psychosis,abnormal condition of the mind that involves a loss of contact with reality,http://www.wikidata.org/entity/Q221361,clozapine
http://www.wikidata.org/entity/Q170082,psychosis,abnormal condition of the mind that involves a loss of contact with reality,http://www.wikidata.org/entity/Q210402,diazepam
http://www.wikidata.org/entity/Q170082,psychosis,abnormal condition of the mind that involves a loss of contact with reality,http://www.wikidata.org/entity/Q412443,risperidone
http://www.wikidata.org/entity/Q170082,psychosis,abnormal condition of the mind that involves a loss of contact with reality,http://www.wikidata.org/entity/Q201872,olanzapine
http://www.wikidata.org/entity/Q834047,schizoaffective disorder,mental disorder,http://www.wikidata.org/entity/Q416545,asenapine
http://www.wikidata.org/entity/Q834047,schizoaffective disorder,mental disorder,http://www.wikidata.org/entity/Q251347,haloperidol
http://www.wikidata.org/entity/Q834047,schizoaffective disorder,mental disorder,http://www.wikidata.org/entity/Q568,lithium
http://www.wikidata.org/entity/Q834047,schizoaffective disorder,mental disorder,http://www.wikidata.org/entity/Q416992,lurasidone
http://www.wikidata.org/entity/Q834047,schizoaffective disorder,mental disorder,http://www.wikidata.org/entity/Q205517,ziprasidone
http://www.wikidata.org/entity/Q834047,schizoaffective disorder,mental disorder,http://www.wikidata.org/entity/Q221361,clozapine
http://www.wikidata.org/entity/Q834047,schizoaffective disorder,mental disorder,http://www.wikidata.org/entity/Q412443,risperidone
http://www.wikidata.org/entity/Q834047,schizoaffective disorder,mental disorder,http://www.wikidata.org/entity/Q411188,aripiprazole
http://www.wikidata.org/entity/Q834047,schizoaffective disorder,mental disorder,http://www.wikidata.org/entity/Q423292,paliperidone
http://www.wikidata.org/entity/Q834047,schizoaffective disorder,mental disorder,http://www.wikidata.org/entity/Q201872,olanzapine
http://www.wikidata.org/entity/Q834047,schizoaffective disorder,mental disorder,http://www.wikidata.org/entity/Q2924764,brexpiprazole
http://www.wikidata.org/entity/Q834047,schizoaffective disorder,mental disorder,http://www.wikidata.org/entity/Q410174,lithium carbonate
http://www.wikidata.org/entity/Q834047,schizoaffective disorder,mental disorder,http://www.wikidata.org/entity/Q408535,quetiapine
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q201872,olanzapine
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q144085,pimozide
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q411188,aripiprazole
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q50824517,"(R,R)-asenapine"
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q567927,pipotiazine
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q423292,paliperidone
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q58375,thioridazine
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q423520,perphenazine
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q418785,(RS)-amisulpride
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q27164953,flupentixol
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q410412,carbamazepin
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q1452256,levosulpiride
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q2938837,cariprazine
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q2924764,brexpiprazole
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q593166,(±)-molindone
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q205517,ziprasidone
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q27278051,transclopenthixol
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q251347,haloperidol
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q412443,risperidone
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q4199443,iloperidone
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q407841,reserpine
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q423809,(E)-chlorprothixene
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q226905,zotepine
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q6821618,mesoridazine
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q2608288,(Z)-thiothixene
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q1752915,trifluoperazine
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q58376,fluphenazine
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q418192,bexarotene
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q407972,chlorpromazine
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q58614,loxapine
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q221361,clozapine
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q418913,armodafinil
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q5045786,carphenazine
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q407988,clonazepam
http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,http://www.wikidata.org/entity/Q4673284,acetophenazine
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q423809,(E)-chlorprothixene
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q58376,fluphenazine
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q510494,triflupromazine
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q593166,(±)-molindone
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q2359690,prochlorperazine
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q58614,loxapine
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q1752915,trifluoperazine
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q4673284,acetophenazine
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q174259,droperidol
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q408265,lorazepam
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q201872,olanzapine
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q407972,chlorpromazine
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q251347,haloperidol
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q2608288,(Z)-thiothixene
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q144085,pimozide
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q221361,clozapine
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q408535,quetiapine
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q419822,promazine
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q423520,perphenazine
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q6821618,mesoridazine
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q58375,thioridazine
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,http://www.wikidata.org/entity/Q410412,carbamazepin
http://www.wikidata.org/entity/Q1137463,sexual dysfunction,difficulty experienced by humans during any stage of normal sexual activity,http://www.wikidata.org/entity/Q424156,tadalafil
http://www.wikidata.org/entity/Q213600,sleep apnea,sleep disorder characterized by repeated cessation and commencing of breathing that disrupts sleep,http://www.wikidata.org/entity/Q5165502,continuous positive airway pressure
http://www.wikidata.org/entity/Q177190,sleep disorder,disease of mental health that involves disruption of sleep patterns,http://www.wikidata.org/entity/Q419559,phenibut
http://www.wikidata.org/entity/Q177190,sleep disorder,disease of mental health that involves disruption of sleep patterns,http://www.wikidata.org/entity/Q3927403,quazepam
http://www.wikidata.org/entity/Q177190,sleep disorder,disease of mental health that involves disruption of sleep patterns,http://www.wikidata.org/entity/Q5462983,flutoprazepam
http://www.wikidata.org/entity/Q177190,sleep disorder,disease of mental health that involves disruption of sleep patterns,http://www.wikidata.org/entity/Q218842,zolpidem
http://www.wikidata.org/entity/Q177190,sleep disorder,disease of mental health that involves disruption of sleep patterns,http://www.wikidata.org/entity/Q27260239,perlapine
http://www.wikidata.org/entity/Q177190,sleep disorder,disease of mental health that involves disruption of sleep patterns,http://www.wikidata.org/entity/Q407241,phenobarbital
http://www.wikidata.org/entity/Q177190,sleep disorder,disease of mental health that involves disruption of sleep patterns,http://www.wikidata.org/entity/Q415972,melperone
http://www.wikidata.org/entity/Q177190,sleep disorder,disease of mental health that involves disruption of sleep patterns,http://www.wikidata.org/entity/Q27124198,(R)-zopiclone
