item,itemLabel,itemDescription
http://www.wikidata.org/entity/Q268586,culture shock,experience one may have when moving to a cultural environment which is different from one's own
http://www.wikidata.org/entity/Q1791709,culture-bound syndrome,combination of symptoms that are considered to be a recognizable disease only within a specific culture
http://www.wikidata.org/entity/Q933899,cyberchondria,unfounded escalation of concerns about common symptomology based on review of search results and literature online
http://www.wikidata.org/entity/Q5197828,cyberphobia,fear of computers
http://www.wikidata.org/entity/Q245473,cycloid psychosis,
http://www.wikidata.org/entity/Q245590,cyclothymia,"persistent instability of mood that involves recurrent hypomanic and dysthymic episodes, but no full manic episodes or full major depressive episodes"
http://www.wikidata.org/entity/Q5199884,cynanthropy,the supposed magical practice of shape-shifting alternately between canine and human form
http://www.wikidata.org/entity/Q38579,cynophobia,fear of dogs
http://www.wikidata.org/entity/Q1118643,deaf-mute,term which was used historically to identify a person who was either deaf using a sign language or both deaf and could not speak
http://www.wikidata.org/entity/Q3508677,deafness dystonia syndrome,"mitochondrial metabolism disease that is characterized by hearing loss that begins early in life, problems with movement, impaired vision, and behavior problems"
http://www.wikidata.org/entity/Q55787551,deafness-genital anomalies-metacarpal and metatarsal synostosis syndrome,
http://www.wikidata.org/entity/Q28065634,"deafness-intellectual disability, Martin-Probst type syndrome","syndromic X-linked intellectual disability characterized by severe bilateral deafness, intellectual disability, umbilical hernia and abnormal dermatoglyphics that has material basis in variation on the X chromosome"
http://www.wikidata.org/entity/Q3519556,death anxiety,anxiety caused by thoughts of death
http://www.wikidata.org/entity/Q30141399,decreased or poor judgment,
http://www.wikidata.org/entity/Q30893921,defect state of schizophrenia,pathological state of psychic disorder
http://www.wikidata.org/entity/Q1470530,delayed sleep phase disorder,"chronic mismatch between a person's normal daily rhythm, compared to other people and societal norms"
http://www.wikidata.org/entity/Q55781487,delayed speech-facial asymmetry-strabismus-ear lobe creases syndrome,"This syndrome is extremely rare and is characterized by delayed speech development, mild facial asymmetry, strabismus and transverse ear lobe creases"
http://www.wikidata.org/entity/Q160796,delirium,"severe confusion that develops quickly, and often fluctuates in intensity, neurocognitive disorder"
http://www.wikidata.org/entity/Q11800698,delirium acutum,
http://www.wikidata.org/entity/Q209647,delirium tremens,rapid onset of confusion caused by alcohol withdrawal
http://www.wikidata.org/entity/Q189643,delusion,firm and fixed belief based on inadequate grounding
http://www.wikidata.org/entity/Q106998896,delusion of control,disease
http://www.wikidata.org/entity/Q14466128,delusion of filiation,
http://www.wikidata.org/entity/Q57715765,delusion-like ideas,"a false, delusion-like belief that is maintained with less than delusional intensity; ideas of reference, grandeur, or persecution may be present"
http://www.wikidata.org/entity/Q721073,delusional disorder,mental disease
http://www.wikidata.org/entity/Q4162341,delusional dysmorphophobia,the delusional variant of body dysmorphic disorder
http://www.wikidata.org/entity/Q2460356,delusional misidentification syndrome,psychopathological syndrome
http://www.wikidata.org/entity/Q1200256,delusional parasitosis,mental disorder
http://www.wikidata.org/entity/Q57759391,delusional syndrome,psychopathological syndromes characterised by the presence of delusions
http://www.wikidata.org/entity/Q20828738,delusional thinking,
http://www.wikidata.org/entity/Q10468541,delusions of possession,
http://www.wikidata.org/entity/Q83030,dementia,"long-term brain disorder causing personality changes and impaired memory, reasoning, and social function"
http://www.wikidata.org/entity/Q1185320,dementia praecox,obsolete medical term for schizophrenia
http://www.wikidata.org/entity/Q101245788,dementia with Lewy bodies,type of progressive dementia
http://www.wikidata.org/entity/Q1262499,dendrophilia,paraphilia in which people are sexually attracted to or sexually aroused by trees
http://www.wikidata.org/entity/Q2280285,dentatorubral-pallidoluysian atrophy,congenital disorder of nervous system
http://www.wikidata.org/entity/Q320719,dependent personality disorder,personality disorder that is characterized by a pervasive psychological dependence on other people
http://www.wikidata.org/entity/Q2338307,depersonalization disorder,dissociative disorder in which the sufferer is affected by persistent or recurrent feelings of depersonalization and/or derealization
http://www.wikidata.org/entity/Q2253120,depression during pregnancy,
http://www.wikidata.org/entity/Q109020119,depression in autism,
http://www.wikidata.org/entity/Q11076418,depressive disorder,affective disorder manifested by either a dysphoric mood or loss of interest or pleasure in usual activities
http://www.wikidata.org/entity/Q5260921,depressive personality disorder,Personality disorder
http://www.wikidata.org/entity/Q18966792,depressive state induced by drug,Human disease
http://www.wikidata.org/entity/Q1046055,depressive syndrome,
http://www.wikidata.org/entity/Q5261301,derailment,thought disorder in psychiatry
http://www.wikidata.org/entity/Q9206284,dereism,
http://www.wikidata.org/entity/Q25407412,dermatopatophobia,
http://www.wikidata.org/entity/Q3710162,developmental coordination disorder,disease
http://www.wikidata.org/entity/Q61913490,developmental delay and seizures with or without movement abnormalities,human disease
http://www.wikidata.org/entity/Q55785587,"developmental delay-deafness syndrome, Hildebrand type",human disease
http://www.wikidata.org/entity/Q3087172,developmental disorder,disease of mental health that occur during a child's developmental period between birth and age 18 resulting in retarding of the child's psychological or physical development
http://www.wikidata.org/entity/Q2313089,developmental language disorder,language abilities below the expected level for a given age
http://www.wikidata.org/entity/Q17009018,developmental regression,"loss of developmental skills, as manifested by loss of developmental milestones"
http://www.wikidata.org/entity/Q9385421,developmental speech disorder,
http://www.wikidata.org/entity/Q360035,dhat syndrome,culture-bound syndrome
http://www.wikidata.org/entity/Q25394508,diabetes and behavior problems,
http://www.wikidata.org/entity/Q5270210,diabulimia,eating disorder where a person with type 1 diabetes deliberately restricts insulin to lose weight
http://www.wikidata.org/entity/Q1328245,diaper fetishism,sexual fetish in which a person feels a desire to wear or use diapers
http://www.wikidata.org/entity/Q30141359,"difficulty completing familiar tasks at home, at work or at leisure",
http://www.wikidata.org/entity/Q54913640,diffuse neurofibrillary tangles with calcification,"A form of presenile DEMENTIA characterized by cortical dementia, NEUROFIBRILLARY TANGLES without SENILE PLAQUES, Fahr's type CALCINOSIS, and ATROPHY in frontotemporal or TEMPORAL LOBE."
http://www.wikidata.org/entity/Q55787752,digital anomalies-intellectual disability-short stature syndrome,human disease
http://www.wikidata.org/entity/Q51884914,digital dementia,
http://www.wikidata.org/entity/Q18388539,digital hoarding,excessive acquisition of digital material
http://www.wikidata.org/entity/Q18206542,digital phobic,type of technophobia
http://www.wikidata.org/entity/Q45111177,diphenhydramine abuse,
http://www.wikidata.org/entity/Q2717096,dipsomania,medical term for alcoholism
http://www.wikidata.org/entity/Q3317827,disability affecting intellectual abilities,subnormal intellectual functioning (cognitive disorder)
http://www.wikidata.org/entity/Q3700220,disinhibited attachment disorder,medical condition
http://www.wikidata.org/entity/Q55782818,disorder of sex development-intellectual disability syndrome,Verloes-Gillerot-Fryns syndrome is a rare association of malformations
http://www.wikidata.org/entity/Q267759,disorganized schizophrenia,mental disorder
http://www.wikidata.org/entity/Q102187383,disruptions of 24-hour sleep-wake cycle,symptom
http://www.wikidata.org/entity/Q18654,dissociative amnesia,Human disease
http://www.wikidata.org/entity/Q10474308,dissociative anesthesia,
http://www.wikidata.org/entity/Q2627467,dissociative disorder,"disease of mental health in which the normally well-integrated functions of memory, identity, perception, or consciousness are separated (dissociated)"
http://www.wikidata.org/entity/Q2053759,dissociative disorder not otherwise specified,"mental disease of brain, cord, body"
http://www.wikidata.org/entity/Q18657,dissociative identity disorder,"mental disorder, characterized by multiple personality states and amnesia"
http://www.wikidata.org/entity/Q55787475,distal 17p13.1 microdeletion syndrome,human disease
http://www.wikidata.org/entity/Q55787031,distal Xq28 microduplication syndrome,human disease
http://www.wikidata.org/entity/Q5283757,diurnal enuresis,functional daytime urinary incontinence
http://www.wikidata.org/entity/Q15806471,doromania,
http://www.wikidata.org/entity/Q55609930,double depression,co-existence of  major depressive disorder  and dysthymia
http://www.wikidata.org/entity/Q5303074,downblouse,Looking at breasts without permission
http://www.wikidata.org/entity/Q2351339,drapetomania,conjectural mental illness linked to scientific racism
http://www.wikidata.org/entity/Q5308134,driving phobia,fear of driving a vehicle
http://www.wikidata.org/entity/Q3541786,drug dependence,dependence on pharmaceutical drugs
http://www.wikidata.org/entity/Q19001148,drug induced sleep disorder,Human disease
http://www.wikidata.org/entity/Q3505252,drug overdose,ingestion or application of a drug or other substance in quantities greater than recommended amount
http://www.wikidata.org/entity/Q18554889,drug psychosis,Psychotic organic mental disorders resulting from the toxic effect of drugs and chemicals or other harmful substance
http://www.wikidata.org/entity/Q5308960,drug-induced abnormality,potential harm or negative consequences to the unborn baby due to drugs and medications during pregnancy
http://www.wikidata.org/entity/Q18975073,drug-induced delirium,Human disease
http://www.wikidata.org/entity/Q18554227,drug-induced mental disorder,Human disease
http://www.wikidata.org/entity/Q18967915,drug-induced persisting amnestic disease,Human disease
http://www.wikidata.org/entity/Q55012337,drug-induced psychotic disease with delusion,human disease
http://www.wikidata.org/entity/Q25932164,drunk,intoxicated as a result of excessive alcohol consumption
http://www.wikidata.org/entity/Q10384302,dual-role transvestism,medical condition
http://www.wikidata.org/entity/Q225957,dysarthria,motor speech disorder
http://www.wikidata.org/entity/Q742672,dyscalculia,"neurological condition, developmental or acquired"
http://www.wikidata.org/entity/Q4052543,dysequilibrium syndrome,"Dysequilibrium syndrome (DES) is a non-progressive cerebellar disorder characterized by ataxia associated with an intellectual disability, delayed ambulation and cerebellar hypoplasia"
http://www.wikidata.org/entity/Q102186703,dysfunctions associated with arousal from sleep,symptom
http://www.wikidata.org/entity/Q102187376,dysfunctions associated with sleep stages,symptom
http://www.wikidata.org/entity/Q5808437,dysglossia,
http://www.wikidata.org/entity/Q584560,dysgraphia,developmental or acquired neurological condition
http://www.wikidata.org/entity/Q1087232,dyslalia,speech disorder
http://www.wikidata.org/entity/Q132971,dyslexia,specific learning disability characterized by troubles with reading
http://www.wikidata.org/entity/Q778413,dysmnesia,poor memory
http://www.wikidata.org/entity/Q55786218,dysmorphism-short stature-deafness-disorder of sex development syndrome,
http://www.wikidata.org/entity/Q2705600,dysorthography,medical condition
http://www.wikidata.org/entity/Q836379,dysphonia,voice disorder
http://www.wikidata.org/entity/Q3710022,dysphrenia,
http://www.wikidata.org/entity/Q9158460,dyspinxia,developmental disorder of drawing
http://www.wikidata.org/entity/Q1229331,dyssocial personality,
http://www.wikidata.org/entity/Q559435,dyssomnia,"broad classification of sleeping disorders involving difficulty getting to sleep, remain sleeping, or of excessive sleepiness"
http://www.wikidata.org/entity/Q427810,dysthymic disorder,Psychological disorder
http://www.wikidata.org/entity/Q25456248,e-commerce fear,fear of online shopping
http://www.wikidata.org/entity/Q3410133,early onset deficitary psychosis,disease category in French classification for child and adolescent mental disorders
http://www.wikidata.org/entity/Q55346099,early-onset ataxia with dementia,human disease
http://www.wikidata.org/entity/Q55345929,early-onset autosomal dominant Alzheimer disease,"Early-onset autosomal dominant Alzheimer disease (EOAD) is a progressive dementia with reduction of cognitive functions. EOAD presents the same phenotype as sporadic Alzheimer disease (AD) but has an early age of onset, usually before 60 years old."
http://www.wikidata.org/entity/Q55786984,early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation,human disease
http://www.wikidata.org/entity/Q55784798,early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome,human disease
http://www.wikidata.org/entity/Q55782601,early-onset parkinsonism-intellectual disability syndrome,human disease
http://www.wikidata.org/entity/Q55789008,early-onset schizophrenia,human disease
http://www.wikidata.org/entity/Q373822,eating disorder,"habit of eating either insufficient or excessive food, to the detriment of health"
http://www.wikidata.org/entity/Q11877076,ecclesiophobia,fear of religious buildings
http://www.wikidata.org/entity/Q937353,echolalia,speech disorder that involves the automatic repetition of vocalizations made by another person
http://www.wikidata.org/entity/Q11696028,echomimia,
http://www.wikidata.org/entity/Q16966700,echophenomenon,
http://www.wikidata.org/entity/Q1280852,echopraxia,"catatonic behaviour, repetitive imitation of the movements of another person"
http://www.wikidata.org/entity/Q31883801,eco-anxiety,worry over climate change
http://www.wikidata.org/entity/Q5347361,effects of alcohol on memory,health effect of alcohol consumption
http://www.wikidata.org/entity/Q4358078,effects of cannabis,effects resulting from the use of the cannabis drug
http://www.wikidata.org/entity/Q912344,ego-dystonic sexual orientation,Human disease
http://www.wikidata.org/entity/Q1298422,egomania,obsessive preoccupation with one's self
http://www.wikidata.org/entity/Q1299035,egopathy,
http://www.wikidata.org/entity/Q16884931,eisoptrophobia,fear of mirrors or seeing one's reflection
http://www.wikidata.org/entity/Q3586219,ejaculation without orgasm,
http://www.wikidata.org/entity/Q5354941,elective mutism,
http://www.wikidata.org/entity/Q16722077,embolalia,
http://www.wikidata.org/entity/Q1294093,emetophilia,"sexual arousal from vomiting, or watching others vomit"
http://www.wikidata.org/entity/Q3063847,emotional and behavioral disorders,broad disability classification used in educational settings that allows educational institutions to provide special education and related services to students who have displayed poor social and/or academic progress
http://www.wikidata.org/entity/Q5803085,emotional dependency,
http://www.wikidata.org/entity/Q1229382,emotional detachment,inability to connect to others on an emotional level
http://www.wikidata.org/entity/Q12046440,emotional disorder,symptom
http://www.wikidata.org/entity/Q3316140,emotional dysregulation,difficulty controlling and moderating one's emotional reactions
http://www.wikidata.org/entity/Q4531712,emotionally unstable personality disorder,
http://www.wikidata.org/entity/Q4200416,"emotionally unstable personality disorder, impulsive type","subtype of borderline personality disorder, with the ICD-10 classification of F60.30"
http://www.wikidata.org/entity/Q653027,encopresis,voluntary or involuntary fecal soiling in toilet trained children
http://www.wikidata.org/entity/Q5376333,endogenous depression,mental depression that is characterized by a dysregulation of the endogenous opioid system and not of the monaminergic system
http://www.wikidata.org/entity/Q16543683,endogenous mental disorder,
http://www.wikidata.org/entity/Q1340675,endogenous psychosis,
http://www.wikidata.org/entity/Q53711590,enduring personality change after psychiatric illness,personality change attributable to the traumatic experience of suffering from a severe mental disorder
http://www.wikidata.org/entity/Q2157130,entomophobia,fear for insects
http://www.wikidata.org/entity/Q3448862,enuresis,repeated inability to control urination
http://www.wikidata.org/entity/Q595012,ephebophilia,paraphilia characterized by sexual attraction to adolescents aged from 15-18
http://www.wikidata.org/entity/Q774045,epilepsy aura,biological term
http://www.wikidata.org/entity/Q55783093,epilepsy-microcephaly-skeletal dysplasia syndrome,
http://www.wikidata.org/entity/Q55781873,epilepsy-telangiectasia syndrome,
http://www.wikidata.org/entity/Q55785829,epiphyseal dysplasia-hearing loss-dysmorphism syndrome,human disease
http://www.wikidata.org/entity/Q5383564,episodic dyscontrol syndrome,psychiatric disorder
http://www.wikidata.org/entity/Q30751616,epistaxiophobia,
http://www.wikidata.org/entity/Q14850665,eproctophilia,paraphilia in which a subject derives gratification from farts
http://www.wikidata.org/entity/Q5384517,equinophobia,psychological fear of horses
http://www.wikidata.org/entity/Q184674,erectile dysfunction,Erectile dysfunction  (ED) is a common type of male sexual dysfunction. It is when a man has trouble getting or keeping an erection. ED becomes more common as you get older. But it's not a natural part of aging.
http://www.wikidata.org/entity/Q1269174,erotic lactation,sexual arousal by breastfeeding on a woman's breast
http://www.wikidata.org/entity/Q252185,erotomania,"subtype of a delusional disorder, characterized by delusions of another person (possibly imaginary) being infatuated with the patient; commonly, the onset is sudden and the course is chronic"
http://www.wikidata.org/entity/Q2602871,erotophobia,phobia
http://www.wikidata.org/entity/Q21515328,erratic behavior,symptom
http://www.wikidata.org/entity/Q1363791,erythrophobia,fear of blushing or the color red
http://www.wikidata.org/entity/Q24946301,eurotophobia,aversion to or dislike of female genitalia
http://www.wikidata.org/entity/Q12382516,evolutionary aphasia,
http://www.wikidata.org/entity/Q904200,excoriation disorder,mental disorder involving compulsive skin-picking
http://www.wikidata.org/entity/Q1383948,excrementophilia,paraphilic disorder
http://www.wikidata.org/entity/Q5419936,executive dysfunction,"difficulty with executive functions such as organization, planning ahead, and self-monitoring"
http://www.wikidata.org/entity/Q1669692,exercise addiction,addiction linked to physical exercice
http://www.wikidata.org/entity/Q18449712,exhaustion disorder,
http://www.wikidata.org/entity/Q43405,exhibitionism,act of exposing in a public or semi-public context one's suggestive body parts
http://www.wikidata.org/entity/Q3061998,exobiophilia,sexual attraction to aliens
http://www.wikidata.org/entity/Q3106901,exploding head syndrome,Syndrome where people perceive loud imagined noises when falling asleep or waking up
http://www.wikidata.org/entity/Q923164,expressive aphasia,type of aphasia characterized by partial loss of the ability to produce language
http://www.wikidata.org/entity/Q21816967,expressive dysphasia,
http://www.wikidata.org/entity/Q1075470,expressive language disorder,neurodevelopmental condition
http://www.wikidata.org/entity/Q25053967,externalizing disorders,type of disorders
http://www.wikidata.org/entity/Q55780580,extrasystoles-short stature-hyperpigmentation-microcephaly syndrome,human disease
http://www.wikidata.org/entity/Q55784970,facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to WAC point mutation,human disease
http://www.wikidata.org/entity/Q55781798,facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome,
http://www.wikidata.org/entity/Q17385141,faciocardiorenal syndrome,"Faciocardiorenal syndrome is a very rare syndrome characterized by intellectual deficit, horseshoe kidney, and congenital heart defects"
http://www.wikidata.org/entity/Q2686385,factitious disorder,"disease of mental health where symptoms are deliberately produced, feigned or exaggerated in order to falsely demonstrate the presence of an illness"
http://www.wikidata.org/entity/Q1641328,factitious hypoglycemia,
http://www.wikidata.org/entity/Q9178700,failure of genital response,
http://www.wikidata.org/entity/Q3508619,fallot complex - intellectual disability - growth delay,"Fallot complex - intellectual deficit - growth delay is a rare disorder characterized by tetralogy of Fallot, minor facial anomalies, and severe intellectual deficiency and growth delay"
http://www.wikidata.org/entity/Q56316946,false memories in autobiographical writings,
http://www.wikidata.org/entity/Q2051704,false memory,memory of events that actually did not happen
http://www.wikidata.org/entity/Q1065846,false pregnancy,appearance of a pregnancy when none exists
http://www.wikidata.org/entity/Q55345991,familial Alzheimer-like prion disease,". Patients present with a prolonged, atypical course (absence of myoclonus or ataxia) unlike other forms of prion disease with severe neurofibrillary tangle pathology and high levels of cerebral amyloidosis."
http://www.wikidata.org/entity/Q55782808,familial developmental dysphasia,
http://www.wikidata.org/entity/Q2868792,familial isolated deficiency of vitamin E,rare autosomal recessive neurodegenerative disease. Symptoms are similar to those of Friedreich ataxia
http://www.wikidata.org/entity/Q22905841,fat fetishism,type of paraphilia
http://www.wikidata.org/entity/Q862872,fatal familial insomnia,Prion disease of the human brain
http://www.wikidata.org/entity/Q21479973,fatorexia,"distorted self-perception of being slim,  failure to identify overweight"
http://www.wikidata.org/entity/Q55346022,fatty acid hydroxylase-associated neurodegeneration,
http://www.wikidata.org/entity/Q44619,fear,emotion induced by perceived danger or threat
http://www.wikidata.org/entity/Q2160101,fear of bees,phobia of bees
http://www.wikidata.org/entity/Q5409611,fear of childbirth,
http://www.wikidata.org/entity/Q650459,fear of commitment,
http://www.wikidata.org/entity/Q1788984,fear of crime,fear of being a victim of crime as opposed to the actual probability of being a victim of crime
http://www.wikidata.org/entity/Q3321265,fear of fish,fear of traditional and non traditional fishes
http://www.wikidata.org/entity/Q4297397,fear of frogs,phobia known as frog phobia or ranidaphobia
http://www.wikidata.org/entity/Q5439397,fear of intimacy,Phobia of close interpersonal relationships
http://www.wikidata.org/entity/Q3440772,fear of mice,Phobia
http://www.wikidata.org/entity/Q169922,fear of needles,phobia of medical procedures involving injections or needles
http://www.wikidata.org/entity/Q4147342,fear of pregnancy,
http://www.wikidata.org/entity/Q108267068,fear of the future,fear of events that might occur in the future
http://www.wikidata.org/entity/Q16711279,febrile schizophrenia,
http://www.wikidata.org/entity/Q358042,feeble-minded,term once used in psychiatry to describe people with intellectual disabilities
http://www.wikidata.org/entity/Q18554097,feeding and eating disorders of childhood,
http://www.wikidata.org/entity/Q1353790,felching,when semen or other fluids are sucked from the anus
http://www.wikidata.org/entity/Q5441917,feline spongiform encephalopathy,Feline brain disease
http://www.wikidata.org/entity/Q3241252,female sexual arousal disorder,persistent or recurrent inability to attain sexual arousal or to maintain arousal until the completion of a sexual activity
http://www.wikidata.org/entity/Q102293999,female-restricted syndromic X-linked intellectual disability 99,human disease
http://www.wikidata.org/entity/Q21504884,fentanyl toxicity,overdose of fentanyl
http://www.wikidata.org/entity/Q5820163,fetal alcohol effects,"fetal alcohol spectrum disorder that results in most, but not all, of the growth deficiency and/or craniofacial features of fetal alcohol syndrome including central nervous system dysfunction due to prenatal alcohol exposure"
http://www.wikidata.org/entity/Q17002116,fetal alcohol spectrum disorders,group of conditions that can occur in a person whose mother drank alcohol during pregnancy
http://www.wikidata.org/entity/Q400277,fetal alcohol syndrome,severe form of fetal alcohol spectrum disorder
http://www.wikidata.org/entity/Q55787831,fetal anticonvulsant syndrome,human disease
http://www.wikidata.org/entity/Q55787832,fetal carbamazepine syndrome,"exposure to carbamazepine, in combination with valproate, has been associated with significant developmental delay (particularly affecting verbal intelligence) and a high rate of congenital anomalies"
http://www.wikidata.org/entity/Q55785876,fetal minoxidil syndrome,
http://www.wikidata.org/entity/Q1409081,fetal nicotine spectrum disorder,"specific developmental disorder that is characterized by physical, behavioral and learning birth defects resulting from maternal ingestion of nicotine during pregnancy"
http://www.wikidata.org/entity/Q55790243,fetal phenothiazine syndrome,human disease
http://www.wikidata.org/entity/Q207791,fetishism,sexual arousal a person receives from an object or situation
http://www.wikidata.org/entity/Q1114480,finger agnosia,agnosia that is a loss of the ability to distinguish the fingers on the hand
http://www.wikidata.org/entity/Q4483652,fixation amnesia,inability to form new memories and loss of recent memory
http://www.wikidata.org/entity/Q1127417,flying phobia,human disease
http://www.wikidata.org/entity/Q5463847,focal dermal hypoplasia,form of ectodermal dysplasia
http://www.wikidata.org/entity/Q11968320,focal nocturnal epileptiform activity,
http://www.wikidata.org/entity/Q1435409,folie à deux,"shared psychosis, a psychiatric syndrome in which symptoms of a delusional belief are transmitted from one individual to another"
http://www.wikidata.org/entity/Q2742106,food addiction,behavioral addiction that is characterized by the compulsive consumption of palatable foods despite adverse consequences.
http://www.wikidata.org/entity/Q1873928,food fetish,
http://www.wikidata.org/entity/Q463859,foot fetishism,pronounced sexual interest in feet
http://www.wikidata.org/entity/Q107417158,footjob,the act of using one's foot to invoke sexual pleasure
http://www.wikidata.org/entity/Q56314895,forced collectionnism,
http://www.wikidata.org/entity/Q18553687,form agnosia,agnosia that is a loss of the ability to perceive a whole object while perceiving only parts of details
http://www.wikidata.org/entity/Q5470185,formication,abnormal sensation that bugs are crawling on or under the skin
http://www.wikidata.org/entity/Q1276313,formicophilia,form of zoophilia
http://www.wikidata.org/entity/Q11711767,fortification illusions of migraine,
http://www.wikidata.org/entity/Q221472,fragile X syndrome,congenital disorder of nervous system
http://www.wikidata.org/entity/Q1440436,fragile X-associated tremor/ataxia syndrome,Fragile X-associated tremor/ataxia syndrome (FXTAS) is a rare neurodegenerative disorder characterized by adult-onset progressive intention tremor and gait ataxia
http://www.wikidata.org/entity/Q25402715,free-floating anxiety,
http://www.wikidata.org/entity/Q1973636,frenzy,mental disorder
http://www.wikidata.org/entity/Q786468,frontal lobe disorder,disorder
http://www.wikidata.org/entity/Q55789507,frontal lobe ependymal tumor,ependymal tumor affecting the frontal lobe of the brain
http://www.wikidata.org/entity/Q18554226,frontal lobe neoplasm,Human disease
http://www.wikidata.org/entity/Q55346097,frontotemporal degeneration with dementia,human disease
http://www.wikidata.org/entity/Q18592,frontotemporal dementia,medical condition
http://www.wikidata.org/entity/Q742324,frotteurism,paraphilic interest in rubbing
http://www.wikidata.org/entity/Q951639,fugue state,dissociative disorder
http://www.wikidata.org/entity/Q11695503,functional dyslalia,
http://www.wikidata.org/entity/Q25379037,functional psychosis,
http://www.wikidata.org/entity/Q18556252,gait apraxia,Human disease
http://www.wikidata.org/entity/Q3954707,galeophobia,fear of sharks
http://www.wikidata.org/entity/Q1493220,gammacism,
http://www.wikidata.org/entity/Q2497100,gamophobia,fear of getting married or being in a relationship
http://www.wikidata.org/entity/Q95395615,gang stalking,persecutory belief system
http://www.wikidata.org/entity/Q5876639,geliophobia,fear of laughter
http://www.wikidata.org/entity/Q1477048,gelotophobia,type of social phobia consisting in the fear of being laughed at
http://www.wikidata.org/entity/Q1049021,gender dysphoria,mental distress resulting from mismatch between gender identity and biological gender assigned at birth
http://www.wikidata.org/entity/Q3704805,gender dysphoria in children,psychiatric disorder
http://www.wikidata.org/entity/Q11491595,gender identity disorder,
http://www.wikidata.org/entity/Q18966527,gender identity disorder in adolescent or adult,Human disease
http://www.wikidata.org/entity/Q845224,generalized anxiety disorder,anxiety disorder that is characterized by long-lasting anxiety that is not focused on any one object or situation
http://www.wikidata.org/entity/Q55785541,genetic dementia,Genetic dementia
http://www.wikidata.org/entity/Q55785865,genetic intellectual disability,Rare genetic intellectual disability
http://www.wikidata.org/entity/Q55346116,genetic neurodegenerative disease with dementia,instance of neurodegenerative disease with dementia that is caused by a modification of the individual's genome
http://www.wikidata.org/entity/Q55785866,genetic syndromic intellectual disability,Rare genetic syndromic intellectual disability
http://www.wikidata.org/entity/Q2275605,genophobia,fear of sexual relations or sexual intercourse
http://www.wikidata.org/entity/Q5533828,genuphobia,fear of one's own knees or someone else's knees or the act of kneeling
http://www.wikidata.org/entity/Q2995241,gephyrophobia,specific phobia characterized by the fear of bridges
http://www.wikidata.org/entity/Q347967,gerontophilia,sexual attraction toward the elderly
http://www.wikidata.org/entity/Q55780798,glaucoma-sleep apnea syndrome,Glaucoma-sleep apnea syndrome is characterized by sleep apnoea associated with glaucoma. It has been described in five members of a family (the mother and four of her children).
http://www.wikidata.org/entity/Q662626,global aphasia,severe form of brain damage
http://www.wikidata.org/entity/Q55788498,global developmental delay-osteopenia-ectodermal defect syndrome,"This syndrome is characterised by the association of global developmental delay, osteopenia and skin anomalies"
http://www.wikidata.org/entity/Q55788368,global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,human disease
http://www.wikidata.org/entity/Q3641768,globus pharyngis,"persistent but painless sensation of having a pill, food bolus, or some other sort of obstruction in the throat when there is none"
http://www.wikidata.org/entity/Q2540262,glossophobia,fear of public speaking or of speaking in general
http://www.wikidata.org/entity/Q55782466,glycogen storage disease due to phosphoglycerate kinase 1 deficiency,"Phosphoglycerate kinase (PGK) deficiency is a metabolic disorder characterized by variable combinations of nonspherocytic hemolytic anemia, myopathy, and various central nervous system abnormalities"
http://www.wikidata.org/entity/Q987664,grandiose delusions,"psychopathological condition (that is, when an individual believes that he has exceptional abilities, fame, wealth, or omnipotence)"
http://www.wikidata.org/entity/Q14490720,grandiosity,unrealistic sense of superiority and of uniqueness
http://www.wikidata.org/entity/Q953131,graphomania,obsessive impulse to write
http://www.wikidata.org/entity/Q5613758,guanidinoacetate methyltransferase deficiency,Human disease
http://www.wikidata.org/entity/Q1010522,gymnophobia,phobia for naked bodies
http://www.wikidata.org/entity/Q1558456,gynophobia,abnormal fear of women
http://www.wikidata.org/entity/Q55781925,hair defect-photosensitivity-intellectual disability syndrome,"Calderon-Gonzalez-Cantu syndrome is characterized by the association of stubby, coarse, sparse and fragile hair, eyebrows and eyelashes with photosensitivity and nonprogressive intellectual deficit without a demonstrable metabolic aberration"
http://www.wikidata.org/entity/Q1269203,hair fetishism,Paraphilia in which sexual arousal is achieved by interaction with human hair
http://www.wikidata.org/entity/Q1391805,halitophobia,phobia
http://www.wikidata.org/entity/Q130741,hallucination,"perception in the presence of no external stimuli found, but characteristic of true perception"
http://www.wikidata.org/entity/Q18967503,hallucinatory state induced by drug,Human disease
http://www.wikidata.org/entity/Q18558273,hallucinogen dependence,drug dependence that involves the continued use of hallucinogenic drugs despite problems related to use of the substance
http://www.wikidata.org/entity/Q1001920,hallucinogen persisting perception disorder,Effects mental disorder
http://www.wikidata.org/entity/Q965539,hand fetishism,sexual fascination with hands
http://www.wikidata.org/entity/Q207334,hangover,unpleasant physiological and psychological effects following the consumption of ethanol
http://www.wikidata.org/entity/Q3048979,health effects of beer,
http://www.wikidata.org/entity/Q2933021,health effects of caffeine,
http://www.wikidata.org/entity/Q465016,health effects of tobacco,"circumstances, mechanisms, and factors of tobacco consumption on human health"
