	url	name	generic_name	brand_names	drug_classes	description	warnings	related_drugs
64	https://www.drugs.com/ibuprofen.html	Ibuprofen	ibuprofen	Advil, Genpril, IBU, Midol IB, Motrin IB, Proprinal, Smart Sense Children's Ibuprofen	Nonsteroidal anti-inflammatory drugs	Ibuprofen is a nonsteroidal anti-inflammatory drug (NSAID). It works by reducing hormones that cause inflammation and pain in the body. Ibuprofen is used to reduce fever and treat pain or inflammation caused by many conditions such as headache, toothache, back pain, arthritis, menstrual cramps, or minor injury. Ibuprofen is used in adults and children who are at least 6 months old.	Ibuprofen can increase your risk of fatal heart attack or stroke. Do not use this medicine just before or after heart bypass surgery (coronary artery bypass graft, or CABG). Ibuprofen may also cause stomach or intestinal bleeding, which can be fatal. These conditions can occur without warning while you are using this medicine, especially in older adults. Do not take more than your recommended dose. An ibuprofen overdose can damage your stomach or intestines. Use only the smallest amount of medication needed to get relief from your pain, swelling, or fever.	Enbrel, Humira, aspirin, acetaminophen, prednisone, tramadol, meloxicam
65	https://www.drugs.com/mtm/iloperidone.html	Iloperidone	iloperidone	Fanapt	Atypical antipsychotics	Iloperidone is an antipsychotic medication that is used to treat schizophrenia in adults. Iloperidone may also be used for purposes not listed in this medication guide.	Iloperidone is not approved for use in older adults with dementia-related psychosis.	Latuda, quetiapine, Abilify, Seroquel, aripiprazole, risperidone, olanzapine
66	https://www.drugs.com/mtm/imipramine.html	Imipramine	imipramine	Tofranil, Tofranil-PM	Tricyclic antidepressants	Imipramine is a tricyclic antidepressant used to treat symptoms of depression. Imipramine is sometimes used to treat bed-wetting in children ages 6 and older. Imipramine may also be used for purposes not listed in this medication guide.	Some young people have thoughts about suicide when first taking an antidepressant. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor.	
67	https://www.drugs.com/mtm/isocarboxazid.html	Isocarboxazid	isocarboxazid	Marplan	Monoamine oxidase inhibitors	Isocarboxazid is a monoamine oxidase inhibitor (MAOI) that works by increasing the levels of certain chemicals in the brain. Isocarboxazid is used to treat symptoms of depression that may include anxiety, panic, or phobias. Isocarboxazid is usually given after other antidepressants have been tried without successful treatment of symptoms. Isocarboxazid may also be used for purposes not listed in this medication guide.	"There are many other medicines that can cause serious medical problems or death if you take them together with isocarboxazid. Before taking isocarboxazid, tell your doctor about all medicines you have used within the past 5 weeks. Do not use isocarboxazid if you have used another MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include linezolid, methylene blue injection, phenelzine, procarbazine, rasagiline, selegiline, tranylcypromine, and others. Some young people have thoughts about suicide when first taking an antidepressant. Your doctor will need to check your progress at regular visits while you are using isocarboxazid. Your family or other caregivers should also be alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety, panic attacks, trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself. While you are taking isocarboxazid, you must not drink alcohol or eat foods that are high in tyramine, listed in the ""What should I avoid while taking isocarboxazid?"" section of this leaflet. Eating tyramine while you are taking isocarboxazid can raise your blood pressure to dangerous levels."	
68	https://www.drugs.com/cdi/isoflurane.html	Isoflurane	Isoflurane	Forane, Terrell	General anesthetics			fentanyl, lidocaine, ketamine, hyoscyamine, propofol, glycopyrrolate
69	https://www.drugs.com/mtm/ketamine.html	Ketamine	ketamine	Ketalar	General anesthetics	Ketamine is used to put you to sleep for surgery and to prevent pain and discomfort during certain medical tests or procedures. Ketamine may also be used for purposes not listed in this medication guide.	Tell your caregivers if you have hallucinations or unusual thoughts while waking up from anesthesia.	
70	https://www.drugs.com/mtm/lamotrigine.html	Lamotrigine	lamotrigine	"LaMICtal, LaMICtal ODT, LaMICtal XR, Subvenite, LaMICtal CD, LaMICtal Starter Kit (Blue), LaMICtal Starter Kit (Green), LaMICtal Starter Kit (Orange), LaMICtal ODT Patient Titration Kit (Blue), LaMICtal ODT Patient Titration Kit (Orange), LaMICtal ODT Patient Titration Kit (Green), LaMICtal XR Patient Titration Kit (Blue), LaMICtal XR Patient Titration Kit (Orange), LaMICtal XR Patient Titration Kit (Green), LamoTRIgine Starter Kit (Blue), LamoTRIgine Starter Kit (Green), LamoTRIgine Starter Kit (Orange), Subvenite Starter Kit (Blue), Subvenite Starter Kit (Green), Subvenite Starter Kit (Orange)"	Triazine anticonvulsants	Lamotrigine is an anti-epileptic medication, also called an anticonvulsant. Lamotrigine is used alone or with other medications to treat epileptic seizures in adults and children. Lamotrigine is also used to delay mood episodes in adults with bipolar disorder (manic depression). Immediate-release lamotrigine can be used in children as young as 2 years old when it is given as part of a combination of seizure medications. However, this form should not be used as a single medication in a child or teenager who is younger than 16 years old. Extended-release lamotrigine is for use only in adults and children who are at least 13 years old. Lamotrigine may also be used for purposes not listed in this medication guide.	Lamotrigine may cause a severe or life-threatening skin rash, especially in children and in people who take a very high starting dose, or those who also take valproic acid (Depakene) or divalproex (Depakote). Seek emergency medical attention if you have a skin rash, hives, blistering, peeling, or sores in your mouth or around your eyes. Call your doctor at once if you have signs of other serious side effects, including: fever, swollen glands, severe muscle pain, bruising or unusual bleeding, yellowing of your skin or eyes, headache, neck stiffness, vomiting, confusion, or increased sensitivity to light. Some people have thoughts about suicide while taking lamotrigine. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor.	
71	https://www.drugs.com/mtm/levomilnacipran.html	Levomilnacipran	levomilnacipran	Fetzima	Serotonin-norepinephrine reuptake inhibitors	Levomilnacipran is a serotonin and norepinephrine reuptake inhibitor antidepressant (SNRI). Levomilnacipran is used to treat major depressive disorder. A similar medicine called milnacipran (Savella) is used to treat a chronic pain disorder called fibromyalgia. Levomilnacipran (Fetzima) should not be used to treat fibromyalgia. Levomilnacipran may also be used for purposes not listed in this medication guide.	People with depression or mental illness may have thoughts about suicide. Some young people may have increased suicidal thoughts when first starting a medicine to treat depression. Tell your doctor right away if you have any sudden changes in mood or behavior, or thoughts about suicide. Do not stop using levomilnacipran without first asking your doctor.	
72	https://www.drugs.com/lithium.html	Lithium	lithium	Lithobid, Eskalith, Lithonate, Lithotabs, Eskalith-CR	Antimanic agents	Lithium affects the flow of sodium through nerve and muscle cells in the body. Sodium affects excitation or mania. Lithium a mood stabilizer that is a used to treat or control the manic episodes of bipolar disorder (manic depression). Manic symptoms include hyperactivity, rushed speech, poor judgment, reduced need for sleep, aggression, and anger. Lithium also helps to prevent or lessen the intensity of manic episodes. Lithium is for use in adults and children at least 7 years old.	Do not use lithium without telling your doctor if you are pregnant. It could cause harm to the unborn baby. Use an effective form of birth control, and tell your doctor if you become pregnant during treatment. Lithium toxicity can cause death. Lithium is a medicine with a narrow range of safety and toxicity can occur if you take only slightly more than a recommended dose. Stop using lithium and call your doctor right away if you have symptoms of lithium toxicity: muscle weakness, twitching, drowsiness, feeling light-headed, mood changes, blurred vision, ringing in your ears, irregular heartbeats, confusion, slurred speech, clumsiness. trouble breathing, or seizures. Do not crush, chew, or break an extended-release tablet. Swallow the pill whole. Drink extra fluids to keep from getting dehydrated while you are taking this medication. Tell your doctor if you have been sweating excessively, or if you are sick with fever, vomiting, or diarrhea. Avoid becoming overheated or dehydrated during exercise and in hot weather. Follow your doctor's instructions about the type and amount of liquids you should drink. In some cases, drinking too much liquid can be as unsafe as not drinking enough. Lithium can cause side effects that may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be awake and alert.	
73	https://www.drugs.com/loperamide.html	Loperamide	loperamide	Diamode, Imodium (various products), Maalox Anti-Diarrheal, Pepto Diarrhea Control, Imotil, and others	Antidiarrheals	Loperamide may be used to treat diarrhea or to reduce the amount of stool (poop) in people who have an ileostomy (which is when a surgeon re-routes your bowel through a small opening in your torso). Loperamide works by acting on mu-opioid receptors in the gut to slow down the movement of the gut, which in turn, slows down contractions in the intestines. This allows more time for fluids and nutrients to be absorbed back into the body, which makes the stool less watery and decreases the number of times you go to the toilet. Loperamide was FDA approved in 1976 and is available on prescription and over the counter.	You should not use loperamide if you have ulcerative colitis, bloody or tarry stools, diarrhea with a high fever, or diarrhea caused by antibiotic medication. Loperamide is safe when used as directed. TAKING TOO MUCH LOPERAMIDE CAN CAUSE SERIOUS HEART PROBLEMS OR DEATH. Serious heart problems may also happen if you take loperamide with other medicines. Ask a doctor or pharmacist about safely using medications together. Do not give loperamide to a child younger than 2 years old.	ciprofloxacin, Bactrim, sulfamethoxazole / trimethoprim, sulfasalazine, Imodium, Lomotil, Pepto-Bismol
74	https://www.drugs.com/lorazepam.html	Lorazepam	lorazepam (oral)	Ativan, Lorazepam Intensol, Loreev XR	Benzodiazepine anticonvulsants, Benzodiazepines, Miscellaneous antiemetics	Lorazepam is a benzodiazepine (ben-zoe-dye-AZE-eh-peen) It is thought that benzodiazepines work by enhancing the activity of certain neurotransmitters in the brain. Lorazepam is used to treat anxiety disorders. It is dangerous to purchase lorazepam on the Internet or outside the United States. The sale and distribution of medicines outside the U.S. does not comply with safe-use regulations of the Food and Drug Administration (FDA). These medications may contain dangerous ingredients, or may not be distributed by a licensed pharmacy.	Lorazepam can slow or stop your breathing, especially if you have recently used an opioid medication, alcohol, or other drugs that can slow your breathing. These effects can be fatal. MISUSE OF LORAZEPAM CAN CAUSE ADDICTION, OVERDOSE, OR DEATH. Keep this medicine where others cannot get to it. Lorazepam may be habit-forming and should be used only by the person it was prescribed for. This medicine should never be shared with another person, especially someone who has a history of drug abuse or addiction. Do not stop using lorazepam without asking your doctor. You may have life-threatening withdrawal symptoms if you stop using the medicine suddenly after long-term use. Some withdrawal symptoms may last up to 12 months or longer. Get medical help right away if you stop using lorazepam and have symptoms such as: unusual muscle movements, being more active or talkative, sudden and severe changes in mood or behavior, confusion, hallucinations, seizures, or thoughts about suicide. Do not use lorazepam if you are pregnant. This medicine can cause birth defects or life-threatening withdrawal symptoms in a newborn. You should not use this medicine if you have narrow-angle glaucoma, severe respiratory insufficiency, myasthenia gravis, or if you are allergic to Valium or a similar medicine.	
75	https://www.drugs.com/mtm/loxapine.html	Loxapine	loxapine (oral)	Loxitane	Miscellaneous antipsychotic agents	Loxapine is an antipsychotic medication that is used to treat schizophrenia. Loxapine may also be used for purposes not listed in this medication guide.	You should not use loxapine if you have decreased alertness caused by taking certain medications or drinking alcohol. Loxapine is not approved for use in older adults with dementia-related psychosis.	
76	https://www.drugs.com/mtm/lurasidone.html	Lurasidone	lurasidone	Latuda	Atypical antipsychotics	Lurasidone is an antipsychotic medicine that is used to treat schizophrenia in adults and teenagers who are at least 13 years old. Lurasidone is also used to treat episodes of depression related to bipolar disorder (manic depression) in adults and children who are at least 10 years old. Lurasidone may also be used for purposes not listed in this medication guide.	Lurasidone is not approved for use in older adults with dementia-related psychosis. Some people have thoughts about suicide while taking lurasidone. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor. Tell your doctor about all your current medicines and any you start or stop using. Many drugs can interact, and some drugs should not be used together.	
77	https://www.drugs.com/mtm/maprotiline.html	Maprotiline	maprotiline	Ludiomil	Tetracyclic antidepressants	Maprotiline is an antidepressant that is used to treat major depressive disorder, depressive neurosis, manic depressive illness, or anxiety related to depression. Maprotiline may also be used for purposes not listed in this medication guide.	Some young people have thoughts about suicide when first taking an antidepressant. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor.	trazodone, sertraline, Lexapro, citalopram, Zoloft, Cymbalta, Prozac
78	https://www.drugs.com/mtm/mecamylamine.html	Mecamylamine	mecamylamine	Vecamyl, Inversine	Antiadrenergic agents, peripherally acting	Mecamylamine is used to treat moderate to severe hypertension (high blood pressure). Because of its many side effects, mecamylamine is not commonly used. Mecamylamine is also used to treat malignant hypertension (extremely high blood pressure that comes on suddenly). Malignant hypertension can damage organs in the body if left untreated. Mecamylamine may also be used for purposes not listed in this medication guide.	Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.	amlodipine, lisinopril, losartan, metoprolol, furosemide, hydrochlorothiazide
79	https://www.drugs.com/melatonin.html	Melatonin	melatonin		Miscellaneous anxiolytics, sedatives and hypnotics, Nutraceutical products	Melatonin is the natural hormone your body secretes that helps to maintain your wake-sleep cycle (also called “biological clock”). Melatonin is also made synthetically and available without a prescription as an over-the-counter (OTC) dietary supplement in the U.S. Melatonin is most commonly used to: The wake-sleep cycle is the process of sleep and wakefulness; in humans this averages 8 hours of nighttime sleep and 16 hours of daytime activity. Supplemental Melatonin has been suggested to have many uses, from sleep disorders to cancer treatment, but adequate studies are lacking for many uses. It has been widely studied for treatment of jet lag and other sleep disorders. Endogenous melatonin release (made by our bodies) is increased each day in response to darkness, peaking between 11PM and 3AM at roughly 200 picograms (pg) per mL. Nighttime levels are roughly 10 times higher than in the daytime. Levels fall sharply before daylight, and are barely detectable in the daylight hours. The rise and fall in endogenous levels signal wake and sleep times, known as our circadian rhythm. Natural melatonin production starts from the amino acid tryptophan, with serotonin as an intermediary, and then is released to the receptors in the brain, eye and other areas to help control the sleep quality and wake cycles. The half-life is short, roughly 20 to 50 minutes. It is metabolized (broken down) by the CYP450 enzyme system in the liver and then excreted in the urine or feces. Shorter periods of production occur in the summer with longer days, and more prolonged periods of production occur in the winter. Light at night (such as from smartphones or the TV) blocks production and can lead to sleep disturbances. Age also suppresses the levels of nighttime melatonin that are released, which may contribute to the problem of insomnia and early awakening often seen in older adults.		Belsomra, amitriptyline, lorazepam, zolpidem, diphenhydramine, Ambien, Ativan
80	https://www.drugs.com/mtm/memantine.html	Memantine	memantine	Namenda, Namenda XR	Miscellaneous central nervous system agents	Memantine reduces the actions of chemicals in the brain that may contribute to the symptoms of Alzheimer's disease. Memantine is used to treat moderate to severe dementia of the Alzheimer's type. Memantine may also be used for purposes not listed in this medication guide.	Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.	donepezil, Aricept, Namenda, rivastigmine, vitamin e, Exelon
81	https://www.drugs.com/mtm/meprobamate.html	Meprobamate	meprobamate	Equanil, Miltown, MB-TAB	Miscellaneous anxiolytics, sedatives and hypnotics	Meprobamate is used short-term to treat anxiety. Meprobamate may also be used for purposes not listed in this medication guide.	Use only as directed. Tell your doctor if you use other medicines or have other medical conditions or allergies.	
82	https://www.drugs.com/mtm/eszopiclone.html	Eszopiclone	eszopiclone	Lunesta	Miscellaneous anxiolytics, sedatives and hypnotics	Eszopiclone is a sedative that is used to treat insomnia.  eszopiclone causes relaxation to help you fall asleep and stay asleep. Eszopiclone may also be used for purposes not listed in this medication guide.	Some people using this medicine have engaged in activity while not fully awake and later had no memory of it. If this happens to you, stop taking eszopiclone and call your doctor right away. Serious injury or death could occur if you walk or drive while you are not fully awake.	
83	https://www.drugs.com/methylphenidate.html	Methylphenidate	methylphenidate (oral)	"Adhansia XR, Aptensio XR, Concerta, Cotempla XR-ODT, Jornay PM, Metadate ER, Methylin, QuilliChew ER, Quillivant XR, Relexxii, Ritalin, Ritalin LA"	CNS stimulants	Methylphenidate is a central nervous system stimulant. It affects chemicals in the brain and nerves that contribute to hyperactivity and impulse control. Methylphenidate is used to treat attention deficit disorder (ADD), attention deficit hyperactivity disorder (ADHD), and narcolepsy. Methylphenidate should be used as a part of a total treatment program for ADHD that may include counseling or other therapies.	Methylphenidate may be habit-forming. Misuse can cause addiction, overdose, or death. Tell your doctor if you have had problems with drug or alcohol abuse. Stimulants have caused stroke, heart attack, and sudden death in people with high blood pressure, heart disease, or a heart defect. Do not use methylphenidate if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine. Methylphenidate may cause new or worsening psychosis (unusual thoughts or behavior), especially if you have a history of depression, mental illness, or bipolar disorder. You may have blood circulation problems that can cause numbness, pain, or discoloration in your fingers or toes. Call your doctor right away if you have: signs of heart problems - chest pain, feeling light-headed or short of breath; signs of psychosis - paranoia, aggression, new behavior problems, seeing or hearing things that are not real; signs of circulation problems - unexplained wounds on your fingers or toes. Tell your doctor if you have a history of drug or alcohol addiction. Keep the medication where others cannot get to it.	
84	https://www.drugs.com/mtm/methyltestosterone.html	Methyltestosterone	methyltestosterone	Android, Methitest, Testred, Virilon, Android-10, Android-25, Oreton Methyl	Androgens and anabolic steroids	Methyltestosterone is a man-made form of testosterone, a naturally occurring sex hormone that is produced in a man's testicles. Small amounts of testosterone are also produced in a woman's ovaries and adrenal system. Methyltestosterone is used in men and boys to treat conditions caused by a lack of this hormone, such as delayed puberty or other hormonal imbalances. Methyltestosterone is also used in women to treat breast cancer that has spread to other parts of the body. Methyltestosterone may also be used for purposes not listed in this medication guide.	Do not use  methyltestosterone if you are pregnant. You should not use methyltestosterone if you have prostate cancer or male breast cancer.	
85	https://www.drugs.com/mtm/midazolam.html	Midazolam	midazolam (oral)	Versed	Benzodiazepines	Midazolam is a benzodiazepine (ben-zoe-dye-AZE-eh-peen) that is used to help you relax before having a minor surgery, dental work, or other medical procedure. Midazolam may also be used for purposes not listed in this medication guide.	Midazolam can slow or stop your breathing, especially if you have recently used an opioid medication or alcohol. Midazolam is given in a hospital, dentist office, or other clinic setting where your vital signs can be watched closely.	Nayzilam, Diastat, Valtoco, lorazepam, diazepam, topiramate, promethazine
86	https://www.drugs.com/mirtazapine.html	Mirtazapine	mirtazapine	Remeron, Remeron SolTab	Tetracyclic antidepressants	Mirtazapine is an antidepressant. The way this medication works is still not fully understood. It is thought to positively affect communication between nerve cells in the central nervous system and/or restore chemical balance in the brain. Mirtazapine is used to treat major depressive disorder in adults. It is not known if mirtazapine is safe and effective for use to treat MDD in children.	You should not take mirtazapine if you are also taking tryptophan (sometimes called L-tryptophan). Do not use mirtazapine if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, tranylcypromine and others. Some people have thoughts about suicide when first taking an antidepressant. Your doctor will need to check your progress at regular visits while you are using mirtazapine. Your family or other caregivers should also be alert to changes in your mood or symptoms. Do not give this medicine to anyone younger than 18 years old without the advice of a doctor. This medicine is not approved for use in children. It may take up to several weeks before your symptoms improve. Keep using the medication as directed and tell your doctor if your symptoms do not improve after 4 weeks of treatment. Drinking alcohol can increase certain side effects of mirtazapine. Mirtazapine may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be alert. Do not stop taking this medicine abruptly. Talk to your doctor before stopping this medicine.	
87	https://www.drugs.com/mtm/nalmefene.html	nalmefene	nalmefene	Revex	Antidotes	Nalmefene reverses the effects of opioid (OH-pee-oid) medications, also called narcotics. Opioid effects include drowsiness, low blood pressure, and slowed breathing. Nalmefene is used to treat a narcotic overdose or other situation in which opioid side effects may be harmful. Nalmefene may also be used for purposes other than those listed in this medication guide.		naloxone, Narcan Nasal Spray, Evzio, Kloxxado, Zimhi
88	https://www.drugs.com/naltrexone.html	Naltrexone	naltrexone, naltrexone hydrochloride	Vivitrol	Antidotes, Drugs used in alcohol dependence	Naltrexone is a prescription medication used to treat alcohol use disorder and opioid use disorder. It helps you stop using these substances and remain off them. Naltrexone belongs to a class of drugs known as opioid antagonists and works by blocking the mu opioid receptor. It blocks the effects of alcohol and opioid medications, preventing the intoxication these substances cause. Naltrexone also modifies how the hypothalamus, pituitary gland and adrenal gland (hypothalamic-pituitary-adrenal axis, HPA axis) interact to suppress the amount of alcohol consumed. Naltrexone comes as an extended-release intramuscular injection (Vivitrol) and as oral tablets. The branded versions of naltrexone tablets (Revia, Depade) have been discontinued, but generic versions are available. Naltrexone tablets were first approved by the US Food and Drug Administration (FDA) in 1984. In 2006, the FDA also approved Vivitrol, the extended-release intramuscular injection form of naltrexone.	"Naltrexone can cause serious side effects, including: 1. Risk of opioid overdose. You can accidentally overdose in two ways. 2. Severe reactions at the site of the naltrexone injection (injection site reactions). Some people have had severe injection site reactions, including tissue death (necrosis), while receiving naltrexone injections. Some of these injection site reactions have required surgery. This medication must be injected by a healthcare provider. Call your healthcare provider right away if you notice any of the following at any of your injection sites: Tell your healthcare provider about any reaction at an injection site that concerns you, gets worse over time, or does not get better by two weeks after the injection. 3. Sudden opioid withdrawal. Anyone who receives naltrexone must not use any type of opioid (must be opioid-free) including street drugs, prescription pain medicines, cough, cold, or diarrhea medicines that contain opioids, or opioid dependence treatments, buprenorphine or methadone, for at least 7 to 14 days before starting this medication. Using opioids in the 7 to 14 days before you start receiving treatment may cause you to suddenly have symptoms of opioid withdrawal when you receive treatment. Sudden opioid withdrawal can be severe, and you may need to go to the hospital. You must be opioid-free before receiving naltrexone unless your healthcare provider decides that you don't need to go through detox first. Instead, your doctor may decide to give this medication in a medical facility that can treat you for sudden opioid withdrawal. 4. Liver damage or hepatitis. Naltrexone can cause liver damage or hepatitis. Tell your healthcare provider if you have any of the following symptoms of liver problems during treatment with this medication: Your healthcare provider may need to stop treating you with this medication if you get signs or symptoms of a serious liver problem. You must inform every doctor that treats you that you are taking Naltrexone. Non-opiate based anesthetics should be used if you require an anesthetic in an emergency situation. If you have to use opiate containing anesthetics, you may need higher doses than usual. You may also be more sensitive to the side-effects (breathing difficulties and circulatory problems)."	
89	https://www.drugs.com/nicotine.html	Nicotine Gum and Lozenges	nicotine (gum, lozenge)	Leader Nicotine Polacrilex, Nicorelief, Nicorette, Thrive	Smoking cessation agents	Nicotine is the primary ingredient in tobacco products. Nicotine gum and lozenges are medical products used to aid in smoking cessation in adults. Using a controlled amount of nicotine helps reduce withrawal symptoms when you quit smoking.	Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.	
90	https://www.drugs.com/mtm/guanfacine.html	Guanfacine	guanfacine	Tenex, Intuniv	Antiadrenergic agents, centrally acting	Guanfacine is used to treat high blood pressure (hypertension). It is sometimes given with other blood pressure medications. The Intuniv brand of guanfacine is used to treat attention deficit hyperactivity disorder (ADHD). Guanfacine may also be used for purposes not listed in this medication guide.	Use only as directed. Tell your doctor if you use other medicines or have other medical conditions or allergies.	
91	https://www.drugs.com/nortriptyline.html	Nortriptyline	nortriptyline	Pamelor, Aventyl HCl	Tricyclic antidepressants	Nortriptyline is a tricyclic antidepressant. It affects chemicals in the brain that may be unbalanced in people with depression. Nortriptyline is used to treat symptoms of depression. Nortriptyline is not recommended for use in children.	You should not use nortriptyline if you recently had a heart attack. Do not use nortriptyline if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, tranylcypromine and others. Some young people have thoughts about suicide when first taking an antidepressant. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety, panic attacks, trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself.	trazodone, sertraline, Lexapro, amitriptyline, citalopram, venlafaxine, Zoloft
92	https://www.drugs.com/mtm/olanzapine.html	Olanzapine	olanzapine (oral)	ZyPREXA, ZyPREXA Zydis	Atypical antipsychotics	Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old. Olanzapine is also used together with fluoxetine (Prozac) to treat episodes of depression in adults and children at least 10 years old who have bipolar I disorder. Olanzapine may also be used for purposes not listed in this medication guide.	Olanzapine is not approved for use in older adults with dementia-related psychosis.	Latuda, trazodone, sertraline, Lexapro, citalopram, Zoloft, quetiapine
93	https://www.drugs.com/mtm/hydroxocobalamin-injection.html	Hydroxocobalamin (injection)	hydroxocobalamin (injection)	Cyanokit, Hydroxy-Cobal, Hydro-Cobex, Cobalin-H, Neo-Cytamen	Vitamins	Hydroxocobalamin is a form of vitamin B-12. It is used as an antidote to cyanide poisoning. Hydroxocobalamin works by helping cells in the body convert cyanide to a form that can be removed from the body through urination. Hydroxocobalamin is used in an emergency to treat cyanide poisoning. This type of poisoning can occur if you are exposed to smoke from a house or industrial fire, if you swallow or breathe in cyanide, or if you get cyanide on your skin. Hydroxocobalamin may also be used for purposes not listed in this medication guide.	In an emergency situation it may not be possible to tell your caregivers about your health conditions. Make sure any doctor caring for you afterward knows you have received  Hydroxocobalamin.	cyanocobalamin, Vitamin B12, hydroxocobalamin, amyl nitrite, Neuroforte-R, sodium thiosulfate
94	https://www.drugs.com/ondansetron.html	Ondansetron	ondansetron (oral)	Zofran, Zofran ODT, Zuplenz	5HT3 receptor antagonists	Ondansetron blocks the actions of chemicals in the body that can trigger nausea and vomiting. Ondansetron is used to prevent nausea and vomiting that may be caused by surgery, cancer chemotherapy, or radiation treatment. Ondansetron may be used for purposes not listed in this medication guide.	You should not use ondansetron if you are also using apomorphine (Apokyn). You should not use ondansetron if you are allergic to it or to similar medicines such as dolasetron (Anzemet), granisetron (Kytril), or palonosetron (Aloxi). Before taking ondansetron, tell your doctor if you have liver disease, or a personal or family history of Long QT syndrome. Ondansetron orally disintegrating tablets may contain phenylalanine. Tell your doctor if you have phenylketonuria (PKU). Serious side effects of ondansetron include blurred vision or temporary vision loss (lasting from only a few minutes to several hours), slow heart rate, trouble breathing, anxiety, agitation, shivering, feeling like you might pass out, and urinating less than usual or not at all. Stop taking this medicine and call your doctor at once if you have any of these side effects. Ondansetron may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be alert.	
95	https://www.drugs.com/mtm/ospemifene.html	Ospemifene	ospemifene	Osphena	Selective estrogen receptor modulators	Ospemifene is used in menopausal women to relieve vaginal dryness and painful sexual intercourse. Ospemifene may also be used for purposes not listed in this medication guide.	You should not use  ospemifene if you have: undiagnosed vaginal bleeding, if you will have major surgery, or if you have ever had a heart attack, a stroke, a blood clot, or cancer of the breast, uterus/cervix, or vagina. Do not use if you are pregnant. Ospemifene may increase your risk of developing a condition that may lead to uterine cancer. Report any unusual vaginal bleeding right away. Using this medicine can increase your risk of blood clots, stroke, heart attack, or breast cancer.	estradiol, estradiol topical, Premarin, progesterone, Estrace, Vagifem, Prempro
96	https://www.drugs.com/mtm/oxazepam.html	Oxazepam	oxazepam	Serax	Benzodiazepines	Oxazepam is a benzodiazepine (ben-zoe-dye-AZE-eh-peen) that is used to treat anxiety disorders. Oxazepam may also be used short-term to treat symptoms of alcohol withdrawal. Oxazepam may also be used for purposes not listed in this medication guide.	Oxazepam can slow or stop your breathing, especially if you have recently used an opioid medication or alcohol. MISUSE OF  oxazepam CAN CAUSE ADDICTION, OVERDOSE, OR DEATH. Keep this medicine where others cannot get to it. Do not stop using oxazepam without asking your doctor. You may have life-threatening withdrawal symptoms if you stop using the medicine suddenly after long-term use. Some withdrawal symptoms may last up to 12 months or longer. Get medical help right away if you stop using oxazepam and have symptoms such as: unusual muscle movements, being more active or talkative, sudden and severe changes in mood or behavior, confusion, hallucinations, seizures, or thoughts about suicide.	
97	https://www.drugs.com/mtm/oxcarbazepine.html	Oxcarbazepine	oxcarbazepine	Oxtellar XR, Trileptal	Dibenzazepine anticonvulsants	Oxcarbazepine is an anticonvulsant. It works by decreasing nerve impulses that cause seizures and pain. Oxcarbazepine is used either alone or with other medicines to treat partial seizures. The Trileptal brand of oxcarbazepine is used as a single medicine in adults and children who are at least 4 years old. Trileptal is used with other medicines in adults and children who are at least 2 years old. The Oxtellar XR brand of oxcarbazepine is used with other medicines in adults and children who are at least 6 years old. Oxcarbazepine may also be used for purposes not listed in this medication guide.	Seek medical treatment if you have symptoms of a serious drug reaction: skin rash, fever, swollen glands, flu-like symptoms, unusual bruising or bleeding, or yellowing of your skin or eyes. Call your doctor right away if you have symptoms of low sodium levels in your body, such as nausea, confusion, severe weakness, muscle pain, or increased seizures. Some people have thoughts about suicide while taking seizure medicine. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor. Do not stop using oxcarbazepine suddenly.	
