,name,count
1357,alt relationships & polyamory,1
1361,family trauma,1
1368,transgenerational transmission of trauma,1
1362,faith deconstructions,1
1363,marital couples avoiding divorce,1
1364,financial stress,1
1365,abuse and anxiety,1
1366,social media use,1
1367,peer attachment and parenting,1
1386,resolution counseling,1
1387,emdr therapy / (emdr couple retreats available),1
1389,orgasm,1
1416,adults abused as children,1
1410,ayurveda wellness coaching,1
1411,peristeam facilitator,1
1412,spirituality (exploration,1
1413,doubt,1
1414,exploring identity,1
1415,marriage and relationship issues,1
1417,emdr certified for trauma work,1
1391,arousal,1
1418,career issues/work stress,1
1419,creative block. hsp,1
1420,criminal behaviors,1
1421,hardship evaluations for immigration,1
1422,firefighter challenges,1
1423,officer challenges,1
1409,birth to five,1
1407,self-parenting your emotional wounds,1
1406,development of your selfhood!,1
1405,pregnancy & new parenthood,1
1404,military deployments,1
1403,nutritional counseling for food/weight/body image,1
1402,u visa,1
1401,cancellation of removal,1
1400,601 waiver,1
1399,immigration evaluations for vawa,1
1398,capacity assessment,1
1397,geriatrics/dementia,1
1396,lack of direction and purpose,1
1395,lgbtq specific issues,1
1394,musicians and executives,1
1393,erections,1
1392,desire disorders,1
1351,seeking insight of past psychological labels,1
1349,adult children of addicted parents,1
1426,reunification family therapy,1
1298,parenting a child with special needs,1
1291,family of addicts,1
1292,caregiver/child attachment issues,1
1293,late-life depression,1
1294,transition to surviorship,1
1296,executive and leadership related coaching,1
1297,including midlife,1
1300,accessing joy & play,1
1289,immigration & acculturation issues,1
1301,infidelity issues,1
1302,heart rate variability biofeedback,1
1303,gottman level 3 certified,1
1304,kink affirming,1
1305,polyamorous/enm affirming,1
1306,sleep health,1
1290,increasing emotional maturity in relationships,1
1288,surrogacy relationships,1
1348,consensual or ethical non monogamy (cnm or enm),1
1279,wanting a happier,1
1273,infant/toddler sleep expertise,1
1274,trauma  (tre®),1
1275,astrology,1
1276,tarot,1
1277,jungian depth therapy,1
1278,i incorporate dreams,1
1280,more fulfilling life with joy,1
1287,egg donor,1
1281,laughter and a peaceful heart,1
1282,stress on successful/gifted people,1
1283,former foster youth,1
1284,adult children of toxic parents,1
1285,developmental model of couples therapy,1
1286,gottman method couples therapy,1
1307,behavioral sleep medicine,1
1308,medical-legal evaluations for court,1
1309,workers compensations /psychological treatment,1
1339,forgiveness & resentment,1
1331,creative challenges,1
1332,body focused repetitive behaviors (bfrb's),1
1333,all responders,1
1334,1st-2nd generational experiences,1
1335,low self-esteem/boundaries,1
1337,human & sex trafficking survivors,1
1340,mediation services,1
1310,children of narcissistic/borderline parents,1
1341,emdr training hours,1
1342,cross-cultural adaptation issues,1
1343,standardized testing accommodations assessment,1
1345,porn dependency,1
1346,compulsion,1
1347,adult sibling conflict resolution,1
1330,aca),1
1329,alanon,1
1328,12-step recovery (aa,1
1327,trauma recovery (children and adults),1
1326,anxiety (children and adults),1
1325,sex crime allegations & court/probation,1
1324,size acceptance/haes,1
1323,spiritual psychology,1
1321,integrative mental health,1
1320,psychiatric nutrition,1
1319,prevention,1
1318,superior court approved provider,1
1317,substance abuse assessment,1
1316,i am a master hypnotherapist,1
1314,health & wellness,1
1312,women's health - cancer,1
1311,medical illness in self or family,1
1424,gender and sexuality exploration,1
1427,court,1
945,parent/child relationships,1
1534,career/work concerns,1
1528,high pressure occupations,1
1529,sex offender treatment,1
1530,self identity counseling,1
1531,swinging,1
1532,cybersex,1
1533,intercultural and intergenerational relationships,1
1535,unfulfilled lives,1
1526,application of healthy boundaries,1
1536,peak performance: overcoming slumps,1
1537,blocks,1
1538,internal family systems therapy,1
1539,i support poc clients,1
1540,healthy assertiveness,1
1541,quit smoking,1
1527,couples and individuals,1
1525,i work with transgender clients as well,1
1508,adult family therapy,1
1516,interratial relationships,1
1510,non-traditional relationship structures,1
1511,life transitions such as mid-life crisis,1
1512,parent-child relationship conflict,1
1513,attachment-related concerns,1
1514,lgbt issues. multicultural psychology,1
1515,12-step recovery,1
1517,forensic court assessments,1
1524,food issues,1
1518,strong people tend not to reach out for help,1
1519,racial and ethnic identity,1
1520,gender and sexual identity,1
1521,menopausal transition,1
1522,past life regression,1
1523,emdr trained.  culturally sensitive,1
1542,goals,1
1544,artists/creative people,1
1545,high conflict custody and reunification,1
1575,resolving self doubt,1
1569,monogamous,1
1570,ptsd post traumatic eat dis addicti,1
1571,relationship enhancement expert,1
1572,real 'adult' life: work and relationships,1
1573,wellbeing coaching; financial wellness,1
1574,resolving the past,1
1576,post-abortion trauma,1
1547,gifted/twice exceptional,1
1577,grief and loss (loved ones & fertility),1
1578,virginia-telehealth only,1
1579,trust issues & communication,1
1580,wellness and healthy self care,1
1581,pet loss recovery grief specialist,1
1582,stress arising from covid and vaccine issues,1
1567,non-traditional,1
1566,health and wellbeing,1
1565,mindfulness. aging,1
1564,psychedelic support,1
1563,creative frustration,1
1561,military individual/couples/family challenges,1
1560,dream exploration,1
1559,ineffective communication,1
1558,compulsive behavior,1
1555,anxiety - depression,1
1554,mid life transitions,1
1553,only california based clientele,1
1552,only telemental health,1
1551,artistic/creative blocks,1
1550,neurodivergence/ neurodiversity,1
1549,certified addictions specialist,1
1548,cultural adaptation; intergenerational conflict,1
1509,sex & relationships,1
1507,relationships in the workplace,1
1428,holistic health and meditation,1
1454,quit vaping-hypnosis,1
1447,couples' communication,1
1448,race-based stress and traumatic injury,1
1449,elderly parent care,1
1450,premarital therapy,1
1451,children of alcoholics,1
1452,psychological evaluations for immigrants,1
1455,problem gambling,1
1445,caretaking family members,1
1456,transracial adoptees,1
1458,couple/partner,1
1459,feeling overwhelmed with life,1
1460,non-monogamous/open/poly relationships,1
1462,body psychotherapy,1
1464,duis,1
1446,problem resolution,1
1444,neurocognitive testing,1
1506,problems with change,1
1435,nutritional consulting,1
1429,developing resources for greater satisfaction,1
1430,telehealth available,1
1431,human trafficking individual and group sessions,1
1432,entrepreneurship/ wealth principles,1
1433,ethical non monogamy,1
1434,health & psychological issues,1
1436,social skills groups,1
1443,treatment of physical cutting,1
1437,hispanic communities,1
1438,multi-cultural issues,1
1439,parent and child relationship problems,1
1440,safety sensitive employee's dot violations,1
1441,dui in or out of state/court order compliancy,1
1442,tinnitus,1
1465,court-ordered counseling & assessments,1
1467,verbalabuse/executivecoaching/mediation,1
1468,grieving,1
1496,trouble with boundaries,1
1489,verbal abuse life transitions,1
1490,transpersonal psychology,1
1491,racial and internalized oppression,1
1492,military/veterans,1
1493,issues confronting young adults,1
1495,psychedelic-assisted psychotherapy,1
1498,desire & intimacy development,1
1470,adult adhd assessment,1
1499,lgtb,1
1500,comercial sexual exploitation of childre,1
1501,terminal illness,1
1503,body dymorphic disorder,1
1504,iep & section 504 evaluations,1
1505,ketaminetherapy,1
1488,transgender mental health care,1
1487,experiences of discrimination,1
1486,human trafficking and incarceration,1
1485,life-balance,1
1484,trauma recovery,1
1483,creative types,1
1482,marital sexual issues,1
1481,educational disabilities,1
1480,compulsive overeating,1
1479,work place difficulties,1
1478,vocational issues,1
1477,confidence self-esteem worthiness youthful aging,1
1476,fulfillment,1
1475,social dynamics,1
1474,aculturation,1
1473,trauma.  identity,1
1472,ancestral healing,1
1272,trans affirming,1
1271,child abuse & neglect,1
1270,online dating/relationship coaching,1
1064,managing being an empath and/or an hsp,1
1058,south asian,1
1059,punjabi,1
1060,blended family/step-parenting issues,1
1061,sap (dot) qualified,1
1062,life transitions mind body therapy,1
1063,trichotillomania and excoriation,1
1065,search for meaning in life and work,1
1054,conscious coupling and uncoupling for couples,1
1066,adolescent concerns,1
1068,stress aca,1
1069,adoption and foster care,1
1070,loss of an infant or child,1
1071,parenting gender-expansive child/teen,1
1072,non-traditional families & relationships,1
1055,brainspotting for adults,1
1053,non 12-step and 12 step-step counseling,1
1031,marriage specialty,1
1041,environmental justice / political action,1
1033,chronic illness and cancer,1
1034,loss and life transitions,1
1036,college/grad school adjustment,1
1037,life limiting illness,1
1039,men,1
1040,parent child interaction therapy,1
1042,existential / spiritual crisis,1
1052,moderation approaches,1
1043,effective comm skills,1
1044,self-care plan,1
1045,spiritual support,1
1046,caregiver stress—-burn-out,1
1047,death and dying—-counseling,1
1049,self compassion,1
1073,masculine spirituality,1
1074,12-steps support,1
1075,gender diversity,1
1104,parenting kids with complex medical needs,1
1098,ambiguous loss- estrangement/disappearance,1
1099,strong focus on lack of identity and self-esteem,1
1100,issues with children,1
1101,affirming of lgbtq+ but not my specialty,1
1102,teens & young adults,1
1103,parenting neurodiverse children,1
1105,burn-out/compassion fatigue/imposter syndrome,1
1076,panic and phobic disorders,1
1106,career changes,1
1107,health psychology & stress management,1
1108,entertainment industry challenges,1
1109,religious trauma recovery,1
1110,expat/tck issues,1
1112,african american mental health,1
1097,creative,1
1096,artistic,1
1095,and performance issues,1
1094,reproductive health,1
1092,dream work and creative blocks,1
1091,perinatal mental health - psi trained,1
1090,all ocd-subtypes,1
1089,self actualization,1
1087,general discontent and malaise,1
1086,performing arts,1
1084,self hypnosis,1
1083,stress at home & at work,1
1082,coping with autoimmune disease,1
1081,,1
1080,financial and creative underachievement,1
1079,aapi concerns,1
1078,corporate grief counseling,1
1032,people pleasing & communication,1
1030,relationship anxiety,1
1269,interview prep,1
981,teens/preteens,1
971,specializing in trauma with emdr therapy,1
972,specializing in havening techniques for anxiety,1
975,population: medical personnel and first responders,1
976,cultural and systemic oppression,1
978,difficulty conceiving,1
979,and abortions,1
984,immigration hardship evaluations,1
965,ocd/panic disorder,1
985,military family life stressors,1
986,gender & sexual identity,1
987,mid-life crisis and mid-life identity issues,1
988,therapy services for entertainers and artists,1
989,evaluation for autism spectrum in adults,1
990,court letters for substance dependency,1
967,certified havening techniques® practitioner,1
964,grief from suicide loss,1
1029,personal and spiritual growth,1
954,harm reduction therapy: see my website!,1
946,aca,1
947,al-anon,1
948,ace,1
950,career and workplace/professional challenges,1
952,private alcohol treatment workshops,1
953,relapse prevention counseling,1
955,reunification with parent as an adult,1
962,first gens ages 18-25,1
956,trauma and ptsd (emdr certification),1
957,marriage/couples therapy,1
958,divorce mediation and coaching,1
959,trans affirming!,1
960,neuro diverse affirming!,1
961,undocumented community,1
991,chronic disease,1
992,new parents/parent's of teens,1
993,stress in tech,1
1020,job/work stress,1
1014,12 step process,1
1015,inner child (acoa),1
1016,specialize in treating lgbtq communitys,1
1017,emotional support animal,1
1018,trichotillomania and brfbs,1
1019,young adults transitioning to adulthood,1
1021,substance abuse,1
