id,name
2494,bi/multiracial
2495,childhood relational trauma
2496,weight-neutrality/body-positivity
2497,adolescents 15+
2498,grief due to pet loss
2499,asylum evaluations and hardship for immigration
2500,dysfunctional/traumatic family background
2501,self-exploration
2502,and diversity issues
2503,family therapy
2504,health coaching
2505,parent-child relationship issues
2506,professional burnout
2507,financial
2508,open relationships
2509,multicultural issues
2510,work place difficulties
2511,adventure therapy
2512,therapy dog available by request: jessie
2513,cultural adaptation; intergenerational conflict
2514,co-parenting; custody / communication
2515,latino/spanish counseling
2516,body image/food issues
2517,certified mother daughter coach
2518,family conflicts
2519,indigenous praxis
2520,energy healing
2521,moving ahead
2522,ifs informed
2523,spiritual psychology
2524,self injury
2525,former foster youth
2526,certified clinical trauma professional
2527,bach flower remedies
2528,dei in tech / corporate culture
2529,body focused repetitive behaviors (bfrb's)
2530,homeschooling
2531,pact couples therapy
2532,hiv/aids
2533,hardship immigration evaluations
2534,developmental model of couples therapy
2535,somatic therapy
2536,corona virus covid-19 anxieties and concerns
2537,body/mind psychology
2538,families dealing with addiction or depression
2539,re-entry and adjustment
2540,medical illness in self or family
2541,narcissistic/emotional abuse
2542,existential contemplation
2543,breavement
2544,mindfulness practice
2545,meth/sex addiction
2546,repetitive interpersonal patterns
2547,i specialize in couples work and communications
2548,betrayal from partner or spouse
2549,life coach
2550,emotional affairs
2551,creative/performing artists' issues
2552,erections
2553,premarital
2554,family and intergenerational trauma
2555,vaginal pain
2556,adult caregivers
2557,moderation & abstinence support
2558,hsp
2559,college transition-parents and students
2560,court
2561,imposter syndrome for mandarin speakers
2562,mindfulness-based therapy
2563,successful badassery
2564,substance abuse
2565,occupational stress
2566,sexuality
2567,queer issues of gender identity
2568,caregiver issues
2569,employment issues
2570,gastrointestinal health
2571,aging concerns
2572,communication skills
2573,dreamwork
2574,decision making
2575,meaning & life purpose
2576,attachment therapy
2577,clinical hypnosis
2578,parenting special needs children
2579,marriage and relationship issues
2580,also work  difficulties
2581,multicultural counseling
2582,young adult life transitions
2583,people of color mental health
2584,psychodiagnostic testing and evaluation
2585,level 1 ifs trained
2586,specialize in treating lgbtq communitys
2587,lgbtq issues
2588,race-based stress and fatigue (poc)
2589,multiple partners
2590,families with a child with special needs
2591,memory training
2592,sexual pain
2593,please our center for children and teen at
2594,separation
2595,widowhood/partner loss
2596,merging cultural values
2597,pregnancy and postpartum
2598,foster parenting
2599,race-based stress
2600,addressing micro-aggressions & systemic oppression
2601,life line therapy and hyponsis training
2602,premenstrual dysphoric disorder (pmdd)
2603,memory and capacity
2604,adolescents therapy
2605,acting out
2606,political anxiety
2607,first responders
2608,bipolar disorder
2609,pansexuality
2610,expatriate
2611,intern supervision
2612,agoraphobia
2613,interpersonal relations
2614,infidelity issues
2615,college stress
2616,trichotillomania and excoriation
2617,interventions
2618,families of choice and blended families
2619,families and caregivers
2620,abuse
2621,shock & relation trauma using narm
2622,emotional support animal evaluations
2623,therapy for creative individuals
2624,self-evolving
2625,culturally sensitive & lgbtqai affirming
2626,sexism
2627,transgenerational
2628,intrusive thoughts
2629,toxic relationships
2630,coping with a medical illness
2631,gender affirming care & sexual health
2632,dating in the modern world
2633,career stressors
2634,couple psychotherapy coparent counseling
2635,complex trauma (cptsd)
2636,quarter life crisis
2637,empaths
2638,testing for gender reassignment
2639,adoption and foster care
2640,pet loss recovery grief specialist
2641,mood disorders
2642,neglect and loss
2643,work stress;  aging issues
2644,self esteem
2645,aculturation
2646,bariatric surgery psychological evaluations
2647,undocumented community
2648,latine/latinx
2649,shamanic counseling
2650,adolescent issues
2651,immigrants and refugees
2652,tinnitus
2653,gender non-binary
2654,veteran's issues
2655,marital and premarital
2656,work-life issues
2657,pregnancy loss and infant death
2658,compulsive skin-picking
2659,dbt
2660,multipule issues that overlap
2661,sex/sexuality
2662,mindfulness
2663,perinatal loss
2664,family separation and reunification
2665,purpose & meaning
2666,shame and low self-esteem
2667,cultural assimilation/adjustment
2668,multicultural psychology/diversity
2669,existential / spiritual crisis
2670,certified trauma treatment specialist
2671,first responder ci & work stress
2672,fetal loss/grief
2673,breast canter
2674,perinatal mood anxiety disorders
2675,consensual nonmonogamy/polyamory
2676,emdr trained therapist for trauma
2677,specializing in work with teens and young adults
2678,consent
2679,artistic struggles
2680,sexual confidence
2681,identity issues
2682,college | phase of life
2683,please see my website
2684,u-visas
2685,aca/co-dependence
2686,spiritual emergence and emergency
2687,medical detox
2688,creative professionals/ entertainment industry
2689,telehealth available
2690,lgbtqqia+
2691,pet loss/grief support
2692,stepfamilies
2693,counseling specifically for neurotypical couples
2694,creatives
2695,smith-magenis syndrome
2696,offer video sessions for massachusetts clients
2697,gifted & talented (twice exceptional)
2698,licensed to supervise
2699,muslim mental health
2700,geriatric psychotherapy
2701,individuation process
2702,couples conflict
2703,chronic dieting
2704,vegan
2705,if you don't see your issue
2706,grief support following loss of a child
2707,pandemic stress
2708,questioning
2709,neuropsychology
2710,internalized homophobia/heterosexism
2711,queer and lgbtq issues
2712,dating/single
2713,covid
2714,impaired creativity athletic injury
2715,single parents
2716,racial and ethnic issues
2717,assimilation / acculturation issues
2718,acceptance
2719,psychotic disorders
2720,co-parenting and custody mediation
2721,crises of faith
2722,supervision
2723,social injustice and racial trauma issues
2724,12-step
2725,military individual/couples/family challenges
2726,polyamorous relationship issues
2727,attachment style challenges
2728,lgbtq+ issues
2729,peak corporate / military performance
2730,intercultural relationships
2731,group treatment using the arts
2732,transitional age youth
2733,transpersonal
2734,cultural competency
2735,low self-worth
2736,inner critic
2737,dermatillomania (skin-picking)
2738,interpersonal
2739,covid-19 crisis
2740,specialize in working with first responders
2741,veteran's and victims of crime
2742,cross cultural and criminal justice system
2743,cultural-values-conflict
2744,certified discernment counseling
2745,teen relationship violence
2746,offender cases
2747,life transitions for former professional athletes
2748,dialectical behavioral therapy
2749,blocks
2750,sex and intimacy
2751,hormone replacement therapy
2752,immigration/acculturation issues/stressors
2753,giftedness & 2e
2754,youth and teens
2755,break ups
2756,healthcare workers
2757,performing arts
2758,tic disorders
2759,academic and athletic stress
2760,men’s issues
2761,autoimmune
2762,chronic medical conditions
2763,hypno-birthing
2764,custody and collaborative divorce
2765,indian
2766,resentment
2767,traumatic loss
2768,irritable bowel syndrome (ibs)
2769,critical incident stress management
2770,feeding disorders
2771,orgasm
2772,animal behavioral healer
2773,children from difficult beginnings/attachment diff
2774,nutrition & integrative medicine for mental health
2775,peak performance: overcoming slumps
2776,hearing voices
2777,understanding/transforming the experience of stuck
2778,certified emdr therapist
2779,people-pleasing
2780,workplace stress
2781,relationships in the workplace
2782,eating disorders
2783,biofeedback
2784,existential crisis
2785,highly successful professionals/creative artists
2786,abuse and anxiety
2787,retirement issues
2788,guidance for parents of children in entertainment
2789,spouses
2790,relationship between physical and mental health
2791,same-sex/gender parents
2792,self-harming
2793,cancer/cancer survivorship
2794,fear of success
2795,al-anon etc
2796,lgbtq and glbtq affirmative and friendly
2797,discovering creativity
2798,narcissistic abuse survivors
2799,attachment injuries
2800,health & economic threats caused by pandemic
2801,gender-affirming surgery assessments
2802,sex workers
2803,u visa
2804,social media use
2805,boundaries
2806,childhood trauma and combat ptsd
2807,complex ptsd (cptsd)
2808,creativity for artists
2809,tay/former foster youth
2810,career growth
2811,couples communication
2812,law enforcement
2813,creative/entertainment industry
2814,social isolation & lonliness
2815,trauma focused
2816,lgbtq-ia
2817,educational and psychological testi
2818,jungian analysis
2819,young adult transition (18-25)
2820,genderfluid/genderqueer/trans*/gnc
2821,polyamorous relationships
2822,poly relationships
2823,working with adolescents and young men
2824,trouble with boundaries
2825,food and eating disorders
2826,cultural & identity
2827,internalized homophobia
2828,premenstrual dysphoric disorder
2829,terapia en español
2830,tbi
2831,workplace grief/performance/incidence
2832,focus
2833,self love
2834,trust issues
2835,self esteem building
2836,trauma related issues
2837,parenting preschoolers
2838,firefighter challenges
2839,tics
2840,immigration and acculturation stress
2841,career uncertainty
2842,medical illness
2843,health related
2844,conscious coupling and uncoupling for couples
2845,vocation
2846,porn addiction
2847,cancellation of removal
2848,evaluaciones para imigracion
2849,break-up
2850,climate anxiety
2851,culturally-specific services (filipino)
2852,highly sensitive people (hsp's)
2853,fight/flight/freeze response
2854,blended family dynamics
2855,somatic awareness
2856,south asian
2857,eco-anxiety & grief
2858,social skills groups
2859,stage of life issues
2860,harm reduction therapy: see my website!
2861,women’s divorce groups
2862,standardized testing accommodations assessment
2863,authentic parenting
2864,in-home decluttering help
2865,teen issues
2866,psychological evaluations for immigration
2867,only telemental health
2868,serious illness
2869,covid stress
2870,dysfunctional family systems
2871,adult children
2872,c-ptsd and ptsd for non-binary and queer clients
2873,therapist for helping professionals
2874,intergenerational trauma
2875,asian american cultural issues
2876,adult children from
2877,gender & sexuality military issues
2878,supervised/monitored visits
2879,polyamorous/enm affirming
2880,elderly persons disorders
2881,mental health creative writing
2882,issues with relationship and communication
2883,intimacy avoidance
2884,career burnout
2885,post partum depression and anxiety
2886,caretaking family members
2887,iq
2888,maladaptive perfectionism
2889,older teens/adults with adhd
2890,violent loss/complicated grief
2891,reunification with parent as an adult
2892,business consultation & speaking
2893,life coaching
2894,relational trauma
2895,therapists-in-training
2896,partners of sex addicts
2897,alternative sexuality & lifestyles
2898,military family life stressors
2899,separation & divorce
2900,trauma professional
2901,emetophobia ( fear of vomiting )
2902,"identity concerns (racial, gender, sexual)"
2903,dating difficulty
2904,blocks in creativity
2905,women's health - cancer
2906,foster care realted
2907,life transitions and aging
2908,women in tech
2909,support for loved ones struggeling with sud
2910,body image & empowerment
2911,relationship distress
2912,sex positivity
2913,inner child (acoa)
2914,general well-being and maintenance
2915,inner critic issues
2916,real 'adult' life: work and relationships
2917,healing sexual abu
2918,sex  addiction/porn addiction
2919,giftedness and 2e
2920,california drug rehabs
2921,generational truama
2922,private alcohol/addictions couples workshops
2923,adolescence
2924,tween issues
2925,and life changes
2926,excellent with law enforcement & veterans issues
2927,confidence
2928,recovering from a religious cult experience
2929,assisted reproduction & third party consult/evals
2930,buddhist spiritual development
2931,emdr trained basic training
2932,military background
2933,self actualization
2934,kink-identified clients
2935,on-line counseling
2936,creative
2937,and hypnosis
2938,mood d
2939,intuitive counseling & family dymanics
2940,education and learning disabilities
2941,ambivalence of mother/fatherhood
2942,transcranial magnetic stimulation (tms therapy)
2943,creativity and women's issues
2944,0-5 parent child psychotherapy
2945,life stressors and adjustment
2946,supervision for amfts
2947,gender specialist for youth and adults
2948,perfectionism & artistic/creative personalities
2949,asian-american
2950,caregiver stress
2951,mental skills
2952,psychedelic support
2953,relationship
2954,young adult therapy
2955,loneliness and isolation
2956,family system issues
2957,parent education
2958,college coaching
2959,lgbtqia+
2960,life-threatening illness
2961,coping skills required following trauma
2962,men's issues: gay
2963,consultation to other therapists and professionals
2964,somatic experiencing
2965,child custody evaluations
2966,multi-cultural counseling
2967,school/iep support
2968,pre & post weight loss surgery counseling
2969,goals
2970,childhood and adolescent trauma
2971,compulsive eating
2972,young children
2973,college/grad school adjustment
2974,covid losses
2975,body-mind wellness
2976,personal development
2977,we are relationship experts
2978,body positivity
2979,adjustment disorders
2980,executive functioning and memory coaching
2981,self fulfillment
2982,oppression-based trauma
2983,religious abuse
2984,men with sexual abuse histories
2985,cultural issues
2986,teletherapy services
2987,couple counseling
2988,blended family/step-parenting issues
2989,professional and creative blocks
2990,military sexual trauma
2991,learning disabilites/adhd
2992,twice-exceptional children (2e)
2993,phobia's
2994,alternative sexual relationships
2995,lgbtqia affirming
2996,co parenting
2997,self-authenticating
2998,children of divorce
2999,artistic/creative blocks
3000,academic problems
3001,clinical supervision for amft/asw/apccs
3002,bereavement
3003,past life regression
3004,work - life issues
3005,transitions through life stages
3006,hollywood industry culture - ca tech culture
3007,adolecences and young adult grief counseling
3008,writers
3009,fear/phobia-public speaking-motivation
3010,professional growth
3011,organizational skill
3012,and dyscalculia
3013,team interventions
3014,suicidality
3015,trichotillomania/skin picking
3016,zoom
3017,therapeutic hiking - healing in nature
3018,prenatal
3019,chronic health conditions
3020,creative professionals
3021,executive functioning
3022,chronic health challenges
3023,multicultural
3024,emotional distress
3025,psychological evaluation
3026,biblical/spiritual
3027,pleasure
3028,communication and conflict
3029,aging and ageism
3030,transition from partial hospitalization
3031,dysgraphia
3032,grief and bereavement
3033,geek therapy
3034,military special forces
3035,pet loss
3036,coping with trauma
3037,reunification therapy
3038,human sexuality issues
3039,early trauma/ptsd
3040,positive psychology
3041,relational skills
3042,spiritual abuse/ high control groups
3043,somatic symptoms
3044,teens
3045,work with teenagers and young adults
3046,interracial marriage issues
3047,"issues related to covid-19 (anxiety, depression)"
3048,wanting a happier
3049,intimacy and attachment
3050,unlabeled
3051,nutrition counseling
3052,gifted/creative
3053,sexual harrassment
3054,spiritual awakening support and integration
3055,pornography addiction
3056,eggshell walkers
3057,adult child-parent and adult sibling relationships
3058,meaning-making
3059,yoga for trauma
3060,injuries
3061,hoarding & cluttering
3062,fears and phobias
3063,lgbtq affirmative care
3064,dating & relating in the modern age
3065,sex positive/kink friendly
3066,anxiety and eating
3067,graduate school stress
3068,relationship help
3069,lactation
3070,gottman method level 1
3071,highly sensitive persons (hsps)
3072,cultural & intergenerational stressors
3073,existential crises
3074,transgender
3075,immigration extreme hardship evaluations
3076,somatic and sensorimotor processing issues
3077,narcissistic personality (npd)
3078,marriage and family issues
3079,low libido
3080,identity development
3081,healthcare professional-work life balance
3082,couple conflict resolution
3083,early childhood ages 0-6
3084,new or expecting parents
3085,stress on successful/gifted people
3086,all sexuality and racial identities
3087,career-related stressors
3088,identity crisis
3089,veteran transition to civilian lifestyle
3090,asylum
3091,childhood stress
3092,childhood issues
3093,infant death
3094,cultural and identity issues
3095,stress resilence
3096,attention
3097,hiv/aids counseling
3098,abortion/termination
3099,weight loss surgery education + support
3100,seizures
3101,compulsive exercise
3102,certified addictions specialist
3103,activists
3104,plant medicine/psychedelic journey integration
3105,terminal and chronic illness
3106,climate grief
3107,hakomi-rc-s
3108,fetishes
3109,complex problem solving
3110,aging mid-life transition
3111,anger mgmt
3112,attachment issues/trauma
3113,grief and loss of pet
3114,adolsecence and young adulthood
3115,hardship evaluations for immigration
3116,new moms
3117,alt relationships & polyamory
3118,infant mental health
3119,meaning making
3120,gifted children
3121,identifying values and goals
3122,healthcare provider and medical issues support
3123,attachment and bonding
3124,death/loss
3125,organizational development
3126,interpersonal wounding / relationships
3127,addictions in families
3128,couple/relationship/family therapy
3129,immigration stress
3130,psychedelic integration
3131,ease with others
3132,grief and loss associated with infertility
3133,hard of hearing and coda culture
3134,biracial/interracial issues
3135,interratial relationships
3136,veteran and military family therapy
3137,bariatric surgery evaluations/therapy
3138,compulsive overeating
3139,performance coaching
3140,energy work
3141,polyamory or non-monogamy
3142,diabetes management
3143,inter-faith
3144,gender identity and lgbtqia affirmative practice
3145,mind-body psychotherapy
3146,confidence building
3147,specialty in acute/chronic medical illness
3148,teen transitions
3149,polyamorous and non-monogamous couples
3150,only california based clientele
3151,body dysmorphia
3152,bipoc
3153,bfrb's
3154,shame resilience
3155,relationship concerns of all types
3156,iep's
3157,social medias
3158,probation/parolee
3159,academic disabilities and special education
3160,reunification; coparenting; parent/teen conflicts
3161,gender non-conforming
3162,male rape survivors; fetishism; sexual trauma
3163,speaker for lgbt
3164,special needs and unique situations
3165,family caregiving
3166,grief and loss of pets
3167,college preparedness
3168,loneliness
3169,phase of life/development
3170,immigrants
3171,relatives of addicts
3172,i work with hsp's also surrogates
3173,anxiety - depression
3174,sand play therapy
3175,trauma resolution
3176,pain management
3177,head injuries
3178,men-building trust and intimacy
3179,radical/revolutionary community
3180,miscarriages
3181,narcissistic abuse (complex ptsd)
3182,empowerment and community engagement
3183,bereavement & loss
3184,teenage pregnancy
3185,parenting children with disabilities
3186,introversion
3187,peri/menopause
3188,multicultural adjustment disorders
3189,marital couples avoiding divorce
3190,major adjustments/changes
3191,social skills
3192,coping with major transitions
3193,executive and leadership related coaching
3194,young adults
3195,conflict and repair
3196,group therapy
3197,childhood attachment and bonding
3198,provide supervision to msw and amft associates
3199,palliative care
3200,groups
3201,spirit releasement/pastlife & interlife regression
3202,childhood trauma & self love deficiency
3203,covid 19
3204,drug and alcohol prevention
3205,public speaking
3206,career transition
3207,coping with disability
3208,depersonalization
3209,athletic retirement transitions
3210,foster care and adoption
3211,suicide prevention
3212,cam girls
3213,osa treatment compliance
3214,attachment wounds
3215,bilingual in spanish or afrikaans for all issues
3216,couples therapy
3217,mid life transitions
3218,attachment/parent-child relationship
3219,life transitions mind body therapy
3220,finding fulfillment in life
3221,ho'oponopono
3222,co-occurring disorders
3223,stalking
3224,mixed race identity
3225,issues around acculturation
3226,neurodivergance
3227,emotional abuse recovery
3228,multiracial families
3229,financial and creative underachievement
3230,navigating dating challenges
3231,traditional japanese reiki (energy healing)
3232,parental alienation
3233,see website for thorough review
3234,hsp (highly sensitive person)
3235,caregiver concerns
3236,balance
3237,parent/child relationships
3238,drug rehabs san diego
3239,perinatal
3240,dissociative disorders (did)
3241,assessment and psychological testing
3242,smoking
3243,integrative psychology
3244,custody related issues
3245,neuropsychological evaluation
3246,peristeam facilitator
3247,individual child
3248,pelvic floor dysfunction
3249,fulfillment
3250,self acceptance
3251,misophonia
3252,interracial and interfaith relationships
3253,highly sensitive/intuitive
3254,abuse recovery
3255,assisted reproductive technology (art)
3256,image consulting
3257,infant & toddler concerns
3258,neurodivergence/ neurodiversity
3259,numb
3260,fatigue
3261,cultural/diversity issues
3262,daca
3263,we provide psychological and acadmic evaluations
3264,immersion in nature
3265,aca codependency
3266,self-reflection
3267,affairs
3268,kink affirming
3269,enm
3270,sex and sexuality
3271,marriage counseling
3272,call me
3273,caregiver burnout or stress
3274,assessment for hardship and u-visa
3275,ineffective communication
3276,auto-immune
3277,grief counseling
3278,culture and race in families and in
3279,cancer
3280,sleep or insomnia
3281,muslim
3282,asps
3283,fat positive
3284,forensic consultation - legal issues
3285,first generation students
3286,post partum anxiety
3287,paganism
3288,couples (emotionally focused therapy)
3289,child abuse & neglect
3290,masculine spirituality
3291,immigration / cultural issues
3292,creativity blocks
3293,narcissistic abuse recovery
3294,psychodrama
3295,immigrants and ethnic minorities
3296,problems with change
3297,& identity crisis
3298,business & relationship coaching
3299,quit smoking
3300,highly sensitive people and empaths
3301,launching adult children into independence
3302,dyslexia
3303,rape
3304,developmental/ relational trauma
3305,burn-out/compassion fatigue/imposter syndrome
3306,life pattern difficulties
3307,neuropsych
3308,twice-exceptional
3309,military transitions
3310,considering parenthood
3311,parenting kids with complex medical needs
3312,eap
3313,certified eft therapist
3314,individuals impacted by incarceration
3315,neurodiversity
3316,pastoral counseling
3317,pre-teens and teens
3318,female adolescent struggles
3319,narcissistic abuse survivor recovery
3320,personal growth & development
3321,stroke. cognitive rehab
3322,life after being diagnosed with cancer
3323,women issues
3324,integration of altered states of consciousness
3325,sex crime allegations & court/probation
3326,south asian families
3327,lgbtq issues / empowerment
3328,and pre-marital counseling
3329,racial issues
3330,artists/creative people
3331,personal and spiritual growth
3332,skin picking/hair pulling
3333,expat/tck issues
3334,gifted adult; midlife/postmen60+; highly sensitive
3335,painful emotions
3336,young children (0-5yrs)
3337,families with asd
3338,non 12-step and 12-step counseling
3339,self-disparagement
3340,brain injury
3341,traumatic recovery
3342,certified sex offender provider
3343,family building
3344,professional provider of supervised visitation
3345,hiv-stis
3346,sexual dysfunction and impotence
3347,issues relating to military lifestyle
3348,parent/student advocacy
3349,military service related trauma
3350,attorneys
3351,pregnancy
3352,emdr for trauma
3353,job training and college prep
3354,self empowerment
3355,racial and ethnic identity
3356,somatic explorations
3357,coping with pandemic loneliness and limitations
3358,gender & sexual identity
3359,reproductive health
3360,educational deficits around addiction/recovery
3361,kink-awareness
3362,covid related stress
3363,kinship families
3364,including midlife
3365,child abuse
3366,brain health analysis
3367,alcoholism
3368,belonging or feeling different
3369,504 plans
3370,couple/partner
3371,supervision for asw's who need lcsw supervision
3372,functional
3373,chronic and life threatening illness
3374,prolonged illness / disability
3375,family and parenting coaching
3376,ketamine assistedpsychotherapy
3377,multi-cultural issues
3378,self actualization and enlightenment
3379,parent child therapy
3380,parenting skills training
3381,cross cultural issues
3382,couples counselng
3383,infant and early childhood mental health
3384,suicide survivors (for loved ones left behind)
3385,specializing in people in transition
3386,gender identity
3387,and performance issues
3388,identity
3389,mental health/ministry workers
3390,asian clients
3391,racial trauma
3392,early childhood mental health consultation
3393,adult children of alcoholics/narcissists
3394,sexual dysfunction
3395,road rage / driving anger
3396,interview prep
3397,separation anxiety
3398,cannabis abuse
3399,group hypnosis (upon request)
3400,anger and stress management
3401,gender non-conforming/non-binary
3402,fetishism/bdsm (kink-aware*)
3403,health at every size (haes) advocate
3404,reproductive mental health
3405,finding yourself
3406,marrital crisis such as infidelity
3407,agency staff performance improvement
3408,broad sexual education
3409,vr-enhanced exposure therapy for fear
3410,online/video counseling
3411,coming out process
3412,childhood emotional neglect (cen)
3413,emdr practitioner
3414,military family challenges
3415,holocaust
3416,"professional ""burnout""; career goal coaching"
3417,open relationships/polyamory
3418,perfectionism/people pleasing
3419,child
3420,life unfulfillment
3421,challenging transitions
3422,treatment of negative psychadelic experience
3423,sexual and gender identity
3424,ocd
3425,business coaching
3426,goal achievement for professionals
3427,heterosexual
3428,"complex trauma (abuse, neglect, domestic violence)"
3429,multicultural understanding
3430,individual counseling
3431,trauma  attachment trauma
3432,eldercare / seniors
3433,divorce
3434,custody mediation
3435,immigration and cultural integration
3436,population: medical personnel and first responders
3437,intuitive guidance
3438,child safety
3439,cultural isses
3440,housing solutions
3441,teenager-parental issues
3442,pre and post placement adoption issues
3443,non-binary gender identity
3444,we work with all ethnicities
3445,claustrophobia to cpap
3446,teens & young adults
3447,certified mbti master practitioner: collage/career
3448,cultural adjustment
3449,erectile issues
3450,veterans and military families
3451,well versed in combat trauma and complex ptsd
3452,cultural and systemic oppression
3453,difficult life decisions
3454,learn mindfulness
3455,goal setting
3456,worry
3457,stillbirth
3458,interpersonal boundary issues
3459,work stress
3460,twice exceptional (gifted + challenge)
3461,psychedelic experience integration
3462,groups and conferences
3463,cancer treatment and survivorship
3464,forgiveness
3465,tourette syndrome
3466,wealth positive
3467,cultural conflicts
3468,first generation asian american struggles
3469,duis
3470,latino mental health
3471,i work with many on the performance arts world
3472,porn dependency
3473,private alcohol treatment workshops
3474,forensic assessment
3475,cbt
3476,traumatic childhood
3477,athletes
3478,gender-affirming care and advocacy letters
3479,essential
3480,entrepreneurship/ wealth principles
3481,veteran
3482,self growth
3483,psychedelic integration therapy
3484,multicultural concerns
3485,gottman level 3 certified
3486,menopause
3487,systemic oppression
3488,third party reproduction
3489,sexuality and
3490,court-ordered counseling & assessments
3491,generational conflict
3492,issues related to ethical & consensual nonmonogamy
3493,traumatic birth
3494,midlife
3495,academic distress
3496,decision-making conflict/assertiveness
3497,autism spectrum
3498,prevention
3499,issues with faith
3500,entertainment industry
3501,sexual orientation and gender identity
3502,self compassion and mindfulness
3503,and cultural adjustment
3504,coming out
3505,accepting new clients
3506,building self-confidence
3507,stress-related health issues
3508,gerontology
3509,post-pandemic stress
3510,transgender and sexual identity
3511,aging adult
3512,juvenile delinquency
3513,bipolar spectrum disorders
3514,hearing impairment and other physic
3515,creativity mobilization
3516,stress
3517,other media relating to mental health
3518,transformational experiences
3519,lifestyle changes
3520,difficulties with adult children
3521,peak performance
3522,forensic court assessments
3523,people of color (poc)
3524,job search
3525,intercultural relationships and identity
3526,intersex
3527,isolation
3528,personal coaching
3529,i offer sessions outdoors as well in nature
3530,artists
3531,gifted
3532,adult and parent counseling
3533,sexuality and relationship diversity
3534,al-anon
3535,emotional dysregulation
3536,religious trauma/adverse religious experiences
3537,expert witness for mental health issues
3538,emotional regulation
3539,financial challenges
3540,couple's counseling
3541,recovery coaching
3542,ketaminetherapy
3543,evaluation for autism spectrum in adults
3544,immigration evaluations
3545,path to individuality
3546,jungian depth therapy
3547,military life
3548,psychiatric nutrition
3549,adult children of alcoholics (acoa)
3550,infant-parent and early childhood mental health
3551,maternal mental health
3552,problem resolution
3553,marginalized trauma
3554,work life balance
3555,self-doubt
3556,emotional trauma
3557,twinship
3558,social justice issues
3559,poly
3560,exposure treatment
3561,change
3562,any form of abuse
3563,and abortions
3564,executive coaching and coach supervision
3565,empowerment/personal growth
3566,creative goals/ obstacles
3567,egg donor
3568,first responder post-trauma and moral injury
3569,identity rejection trauma
3570,gender non-conforming youth & family
3571,clergy sexual abuse
3572,existential end of life creative block
3573,sexual boredom and dissatisfaction
3574,immigration and acculturation issues
3575,lack of connection
3576,veterans and first responders
3577,hoarding
3578,older adutls
3579,chronic illness
3580,e-therapy sessions possible too
3581,cross-cultural
3582,complex medical diseases
3583,self-improvement
3584,private alcohol workshops
3585,concerns of the gifted
3586,forensic testimony/child custody
3587,entertainment / music professionals
3588,person growth and transformation
3589,health
3590,individuals
3591,adjustment issues
3592,accelerated resolution therapy
3593,third donor assessment letters
3594,racisim
3595,transgenerational transmission of trauma
3596,college
3597,prenatal and postpartum
3598,care-giver support issues
3599,gender and identity
3600,shame & vulnerability
3601,managing natural medicine
3602,2 spirit
3603,and growth
3604,over-exercise
3605,meditation for mind/body/brain health
3606,insecure attachment
3607,children of alcholics
3608,custody agreements
3609,imposter syndrome
3610,lgbtq+ concerns
3611,teen/adolescent issues
3612,effective communication skills
3613,somatic approach
3614,caregiver support
3615,professional sexual misconduct
3616,sexual offending
3617,queer issues
3618,gender transitions
3619,trans
3620,employment stress
3621,childhood emotional neglect
3622,burnout
3623,self-esteem
3624,dui in or out of state/court order compliancy
3625,couples sexuality issues
3626,child and teen issues
3627,covid related issues
3628,nonmonogamy/relationship issues
3629,international students
3630,stress and anger management
3631,pnes
3632,bipolar conditions
3633,issues with creative blocks
3634,victims of crime
3635,ptsd
3636,financial/ career challenges
3637,family coping with a loved one's mental illness
3638,health anxiety
3639,older adult
3640,post-partum challenges
3641,families of high-conflict divorce
3642,overcoming phobias
3643,transpersonal psychology
3644,change of life issues
3645,young adult launching/independence
3646,trans & non binary people and their partners
3647,women and underrepresented minorities in stem
3648,cross cultural relationships/multi-ethnic identity
3649,racial and internalized oppression
3650,self-actualization process for young adults
3651,health at any size; detransitioners
3652,sensitivity
3653,12 step process
3654,improving self
3655,mid-life crisis and mid-life identity issues
3656,teen & young adult issues
3657,spiritual-religious
3658,sex addiction and compulsivity
3659,neurocognitive testing
3660,fitness for duty evals
3661,criminal justice issues
3662,panic and phobic disorders
3663,alcoholics anonymous
3664,first responders: fire
3665,harm obsessive compulsive disorder (ocd)
3666,sexual identity
3667,adult transition/ life stages/ spirituality
3668,abortion support
3669,intimacy disorder
3670,court referred counseling
3671,on-site anxiety
3672,imposter syndrome; career stress
3673,environmental justice / political action
3674,sexual abuse survivors or mothers of sa survivors
3675,foster care issues/placement
3676,death anxiety
3677,forensic evaluation & testing; ime; call for rates
3678,child-centered play therapy
3679,life stress management
3680,trichotillomania and brfbs
3681,pediatric cancer
3682,clergy
3683,adults
3684,multicultural bi/multiracial identity
3685,spiritual deepening through structured journaling
3686,relapse prevention for addicitive behaviors
3687,cognitive decline-depression/anxiety-grief
3688,power struggles
3689,dealing with trauma or loss
3690,grief
3691,workplace challenges
3692,creative expression
3693,relationship anxiety
3694,work place conflict
3695,anxiety/depression
3696,dispatch
3697,parenting coordination / special master
3698,emdr certified for trauma work
3699,the feminine
3700,money issues and limiting beliefs about money
3701,first responder trauma/ ptsd
3702,gifted and creative adults
3703,self fullfillment
3704,latinx and bipoc family systems
3705,sobriety/recovery
3706,disabilities
3707,major life transitions
3708,hypnosis
3709,loss of meaning
3710,psych assessment bariatric
3711,parenting in recovery
3712,launching young adults into adult
3713,leadership coaching
3714,post-abortion trauma
